,Player,Position,90s,xAG,NPxG,LPPA,LPrgP,LKP,LxA,LFTP,CaCPA,Att_Pen,Mid_3rd,Att_3rd,Live,npxG/Sh,SSh,SSoT,ADWon,Off
82,Ermedin Demirović,centre-forward,26.3,0.07984790874524715,0.16730038022813692,0.12927756653992395,0.18250950570342206,0.11026615969581749,0.11787072243346007,0.11026615969581749,0.04182509505703422,0.1988049972840847,0.4131812420785804,0.3269961977186312,0.36684410646387833,0.16730038022813692,0.23954372623574144,0.08745247148288973,0.10038022813688213,0.08365019011406843
83,Emmanuel Dennis,centre-forward,8.0,0.045,0.15367647058823533,0.1,0.21250000000000002,0.08750000000000001,0.05,0.08750000000000001,0.1,0.21428571428571425,0.49166666666666664,0.4425,0.51,0.15367647058823533,0.2625,0.08750000000000001,0.065,0.1
84,Halil Dervişoğlu,centre-forward,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.2,0.0,0.0,1.0,0.0,0.0,0.0
85,Cyriel Dessers,centre-forward,17.6,0.05454545454545454,0.23529411764705888,0.09090909090909091,0.1534090909090909,0.13068181818181818,0.08522727272727272,0.0625,0.13636363636363635,0.28003246753246747,0.30681818181818177,0.3284090909090909,0.2627272727272727,0.23529411764705888,0.2784090909090909,0.06818181818181818,0.03636363636363636,0.2727272727272727
86,Mattia Destro,centre-forward,6.4,0.0375,0.14154411764705885,0.0625,0.0625,0.0625,0.04687499999999999,0.015625,0.046875,0.17410714285714282,0.3072916666666667,0.2125,0.18750000000000003,0.14154411764705885,0.3125,0.109375,0.05,0.21875
87,Gerard Deulofeu,centre-forward,13.5,0.19555555555555557,0.2444444444444445,0.6222222222222222,0.6074074074074075,0.35555555555555557,0.2962962962962963,0.2962962962962963,0.24444444444444446,0.2603174603174603,0.7283950617283951,0.5925925925925926,0.6992592592592592,0.2444444444444445,0.32592592592592595,0.08888888888888889,0.002962962962962963,0.11851851851851852
88,Samuel Di Carmine,centre-forward,0.3,0.0,0.215686274509804,0.0,0.33333333333333337,0.0,0.0,0.33333333333333337,0.0,0.2857142857142857,0.4444444444444445,0.33333333333333337,0.31999999999999995,0.215686274509804,0.33333333333333337,0.0,0.0,0.0
89,Boulaye Dia,centre-forward,28.0,0.06642857142857143,0.18487394957983197,0.11428571428571428,0.1785714285714286,0.125,0.06785714285714285,0.11071428571428572,0.04642857142857143,0.11479591836734691,0.5083333333333333,0.26,0.3451428571428572,0.18487394957983197,0.16785714285714287,0.07500000000000001,0.028571428571428574,0.09285714285714286
90,Habib Diallo,centre-forward,32.0,0.065625,0.2931985294117648,0.07500000000000001,0.12812500000000002,0.084375,0.125,0.08125,0.0625,0.2571428571428571,0.4479166666666667,0.30875,0.3415,0.2931985294117648,0.28125,0.1125,0.16875,0.11875000000000001
91,Justin Diehl,second striker,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.07999999999999999,0.0,0.0,0.0,0.0,1.0
92,Bamba Dieng,centre-forward,10.5,0.04,0.3450980392156863,0.0380952380952381,0.0761904761904762,0.06666666666666667,0.0380952380952381,0.05714285714285714,0.05714285714285714,0.2081632653061224,0.5396825396825397,0.26476190476190475,0.3489523809523809,0.3450980392156863,0.3047619047619048,0.11428571428571428,0.03428571428571429,0.11428571428571428
93,Florian Dietz,centre-forward,4.4,0.0409090909090909,0.36764705882352944,0.0,0.11363636363636363,0.09090909090909091,0.11363636363636363,0.09090909090909091,0.09090909090909091,0.24350649350649345,0.46969696969696967,0.32727272727272727,0.33818181818181814,0.36764705882352944,0.38636363636363635,0.13636363636363635,0.21818181818181817,0.045454545454545456
94,Lois Diony,centre-forward,5.6,0.03214285714285715,0.254201680672269,0.07142857142857144,0.19642857142857145,0.0892857142857143,0.03571428571428572,0.10714285714285715,0.053571428571428575,0.22959183673469385,0.5059523809523809,0.39285714285714285,0.4,0.254201680672269,0.2142857142857143,0.053571428571428575,0.13571428571428573,0.10714285714285715
95,Moussa Djitte,centre-forward,1.5,0.0,0.04313725490196079,0.13333333333333333,0.13333333333333333,0.06666666666666667,0.0,0.2,0.0,0.057142857142857134,0.5555555555555556,0.28,0.3733333333333334,0.04313725490196079,0.13333333333333333,0.0,0.13333333333333333,0.0
96,Alan Do Marcolino,centre-forward,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.07999999999999999,0.0,0.0,0.0,0.0,0.0
97,Kasper Dolberg,centre-forward,6.7,0.07164179104477611,0.048287971905179985,0.05970149253731343,0.08955223880597016,0.07462686567164178,0.04477611940298507,0.05970149253731343,0.029850746268656716,0.1343283582089552,0.39303482587064675,0.2626865671641791,0.3032835820895522,0.048287971905179985,0.13432835820895522,0.05970149253731343,0.07164179104477612,0.05970149253731343
98,Ckene Doucouré,centre-forward,1.5,0.23999999999999996,0.3019607843137255,0.4,0.33333333333333337,0.33333333333333337,0.4666666666666666,0.06666666666666667,0.06666666666666667,0.3428571428571428,0.7777777777777777,0.5866666666666667,0.7573333333333334,0.3019607843137255,0.46666666666666673,0.06666666666666667,0.13333333333333333,0.0
99,Dion Drena Beljo,centre-forward,12.5,0.0816,0.08282352941176473,0.064,0.12,0.12,0.07200000000000001,0.08800000000000001,0.032,0.09942857142857141,0.5066666666666666,0.22399999999999998,0.31488000000000005,0.08282352941176473,0.10400000000000001,0.04000000000000001,0.1504,0.11200000000000002
100,Marvin Ducksch,centre-forward,31.7,0.10410094637223975,0.21432547782519953,0.13249211356466878,0.1829652996845426,0.1640378548895899,0.18927444794952683,0.13249211356466878,0.07570977917981074,0.20144209103199637,0.48685594111461616,0.42649842271293376,0.47091482649842265,0.21432547782519953,0.2965299684542587,0.1356466876971609,0.031545741324921134,0.07570977917981074
101,Jhon Durán,centre-forward,1.5,0.0,0.25882352941176473,0.13333333333333333,0.26666666666666666,0.06666666666666667,0.0,0.06666666666666667,0.06666666666666667,0.1714285714285714,0.5777777777777777,0.38666666666666666,0.44799999999999995,0.25882352941176473,0.46666666666666673,0.13333333333333333,0.18666666666666668,0.4
102,Pablo Durán,centre-forward,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8333333333333334,0.55,0.9999999999999999,0.0,0.0,0.0,0.1,0.5
103,Hugo Duro,centre-forward,15.4,0.042857142857142864,0.1512605042016807,0.012987012987012986,0.12337662337662339,0.07142857142857144,0.032467532467532464,0.08441558441558442,0.03896103896103897,0.20315398886827452,0.4047619047619047,0.2818181818181818,0.28675324675324676,0.1512605042016807,0.20779220779220778,0.05844155844155844,0.08311688311688312,0.03896103896103897
104,Paulo Dybala,second striker,19.3,0.21450777202072538,0.17768972874123745,0.21761658031088082,0.3886010362694301,0.2746113989637306,0.23316062176165803,0.25388601036269426,0.10362694300518134,0.17320503330866024,0.9360967184801382,0.49533678756476685,0.7386528497409326,0.17768972874123745,0.31088082901554404,0.09326424870466321,0.008290155440414507,0.05181347150259067
105,Edin Džeko,centre-forward,19.2,0.1,0.3268995098039217,0.20833333333333337,0.34895833333333337,0.11979166666666669,0.171875,0.203125,0.078125,0.25223214285714285,0.609375,0.35520833333333335,0.4641666666666667,0.3268995098039217,0.38020833333333337,0.125,0.08541666666666668,0.10416666666666669
106,Odsonne Édouard,centre-forward,20.0,0.036,0.1358823529411765,0.09000000000000001,0.16000000000000003,0.085,0.04,0.045000000000000005,0.10500000000000001,0.20357142857142854,0.5283333333333333,0.29300000000000004,0.37760000000000005,0.1358823529411765,0.195,0.07500000000000001,0.08199999999999999,0.13
107,Hugo Ekitike,centre-forward,12.8,0.075,0.18704044117647062,0.171875,0.1796875,0.0859375,0.125,0.1015625,0.0546875,0.21093749999999997,0.5260416666666666,0.390625,0.43125,0.18704044117647062,0.265625,0.09375,0.025,0.109375
108,Emmanuel Ekong,centre-forward,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.2,0.31999999999999995,0.0,0.5,0.0,0.0,1.0
109,Breel Embolo,centre-forward,20.7,0.09275362318840581,0.23756749076442177,0.18357487922705318,0.25120772946859904,0.1352657004830918,0.11594202898550725,0.13043478260869565,0.06280193236714976,0.20703933747412007,0.48148148148148145,0.3652173913043478,0.38647342995169076,0.23756749076442177,0.19323671497584544,0.09661835748792272,0.06376811594202898,0.1352657004830918
110,Youssef En-Nesyri,centre-forward,18.5,0.03567567567567568,0.2833068362480128,0.010810810810810811,0.06486486486486487,0.05405405405405406,0.02702702702702703,0.021621621621621623,0.07567567567567568,0.23861003861003857,0.33513513513513515,0.2281081081081081,0.21967567567567567,0.2833068362480128,0.32432432432432434,0.12432432432432433,0.12972972972972974,0.22702702702702704
111,Radamel Falcao,centre-forward,6.8,0.008823529411764706,0.19982698961937723,0.029411764705882356,0.20588235294117652,0.04411764705882353,0.029411764705882356,0.10294117647058826,0.029411764705882356,0.2394957983193277,0.5196078431372548,0.4294117647058824,0.47529411764705876,0.19982698961937723,0.29411764705882354,0.05882352941176471,0.13529411764705881,0.35294117647058826
112,João Félix,second striker,17.7,0.06779661016949153,0.281488866733134,0.30508474576271194,0.4180790960451978,0.096045197740113,0.05649717514124294,0.24293785310734464,0.06214689265536724,0.16222760290556898,0.7175141242937854,0.4418079096045198,0.5803389830508474,0.281488866733134,0.4067796610169492,0.15819209039548024,0.022598870056497175,0.11299435028248589
113,Evan Ferguson,centre-forward,10.6,0.03962264150943396,0.32352941176470595,0.11320754716981132,0.13207547169811323,0.10377358490566038,0.04716981132075472,0.03773584905660378,0.07547169811320756,0.15768194070080863,0.5188679245283019,0.2924528301886793,0.3592452830188678,0.32352941176470595,0.339622641509434,0.16037735849056606,0.033962264150943396,0.09433962264150944
114,Carlos Fernández,centre-forward,7.0,0.05142857142857143,0.22184873949579836,0.11428571428571428,0.18571428571428572,0.1,0.04285714285714286,0.05714285714285714,0.05714285714285714,0.2571428571428571,0.4380952380952381,0.34285714285714286,0.368,0.22184873949579836,0.30000000000000004,0.07142857142857144,0.14285714285714288,0.2571428571428572
115,Roberto Firmino,centre-forward,13.5,0.1111111111111111,0.26361655773420484,0.2814814814814815,0.5777777777777778,0.15555555555555556,0.16296296296296298,0.34814814814814815,0.05185185185185185,0.2666666666666666,0.9259259259259259,0.43703703703703706,0.711111111111111,0.26361655773420484,0.2888888888888889,0.1851851851851852,0.044444444444444446,0.07407407407407407
116,Michael Frey,centre-forward,9.6,0.11249999999999999,0.11458333333333337,0.10416666666666669,0.2291666666666667,0.10416666666666669,0.13541666666666669,0.14583333333333334,0.03125,0.25,0.5625,0.36875,0.41833333333333333,0.11458333333333337,0.28125,0.09375,0.17916666666666667,0.16666666666666669
117,Niclas Füllkrug,centre-forward,27.5,0.07854545454545454,0.2023529411764706,0.19636363636363638,0.3272727272727273,0.12363636363636364,0.12363636363636363,0.17454545454545456,0.07636363636363637,0.20415584415584412,0.7696969696969697,0.38836363636363636,0.5509818181818181,0.2023529411764706,0.2690909090909091,0.11636363636363636,0.22254545454545455,0.19636363636363638
118,Manolo Gabbiadini,centre-forward,26.2,0.10305343511450382,0.18275707229456675,0.2137404580152672,0.20992366412213742,0.10305343511450382,0.1564885496183206,0.12595419847328246,0.03816793893129772,0.1357688113413304,0.494910941475827,0.3,0.3804580152671756,0.18275707229456675,0.2748091603053435,0.1068702290076336,0.06412213740458016,0.09923664122137404
119,Adolfo Gaich,centre-forward,8.1,0.02962962962962963,0.1997095134350037,0.0,0.1358024691358025,0.07407407407407408,0.02469135802469136,0.09876543209876544,0.04938271604938272,0.13756613756613756,0.5308641975308642,0.2864197530864198,0.35950617283950626,0.1997095134350037,0.29629629629629634,0.09876543209876544,0.1234567901234568,0.09876543209876544
120,Kévin Gameiro,centre-forward,23.3,0.08497854077253217,0.17495581923756628,0.19742489270386265,0.296137339055794,0.1072961373390558,0.14592274678111586,0.15021459227467812,0.07296137339055794,0.18761496014714896,0.6165951359084406,0.38969957081545065,0.48824034334763944,0.17495581923756628,0.1888412017167382,0.0944206008583691,0.020600858369098713,0.034334763948497854
121,Ignatius Ganago,centre-forward,17.6,0.05795454545454544,0.1360294117647059,0.045454545454545456,0.13068181818181818,0.056818181818181816,0.09090909090909091,0.09659090909090909,0.056818181818181816,0.19480519480519476,0.4545454545454545,0.2727272727272727,0.3163636363636363,0.1360294117647059,0.19318181818181818,0.07954545454545454,0.14545454545454545,0.10227272727272728
122,Silvère Ganvoula M'Boussy,centre-forward,2.7,0.1111111111111111,0.11982570806100219,0.37037037037037035,0.4444444444444444,0.18518518518518517,0.07407407407407407,0.2962962962962963,0.2222222222222222,0.28571428571428564,0.5555555555555555,0.5111111111111111,0.5392592592592592,0.11982570806100219,0.3333333333333333,0.1111111111111111,0.3555555555555555,0.37037037037037035
123,Raúl García,centre-forward,10.7,0.06168224299065421,0.31445849367784506,0.13084112149532712,0.3551401869158879,0.07476635514018692,0.07476635514018692,0.22429906542056077,0.01869158878504673,0.27236315086782376,0.5981308411214954,0.4186915887850468,0.5069158878504674,0.31445849367784506,0.485981308411215,0.13084112149532712,0.14953271028037385,0.14953271028037385
124,Sékou Gassama,centre-forward,0.4,0.0,0.6470588235294119,0.0,0.0,0.25,0.0,0.0,0.25,0.4285714285714285,0.3333333333333333,0.35000000000000003,0.31999999999999995,0.6470588235294119,0.5,0.0,0.2,0.0
125,Joe Gelhardt,centre-forward,2.4,0.125,0.215686274509804,0.08333333333333334,0.25,0.08333333333333334,0.16666666666666669,0.125,0.08333333333333334,0.25,0.7222222222222222,0.45,0.6066666666666667,0.215686274509804,0.41666666666666674,0.08333333333333334,0.08333333333333334,0.0
126,Valère Germain,centre-forward,7.6,0.047368421052631574,0.21284829721362236,0.15789473684210528,0.1973684210526316,0.07894736842105264,0.06578947368421052,0.17105263157894737,0.02631578947368421,0.19736842105263155,0.6447368421052633,0.35526315789473684,0.4989473684210527,0.21284829721362236,0.25,0.07894736842105264,0.16842105263157894,0.05263157894736842
127,Álvaro Giménez,centre-forward,0.2,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.3,0.24000000000000002,0.0,0.0,0.0,0.0,1.0
128,Olivier Giroud,centre-forward,23.8,0.10084033613445377,0.28274839347503716,0.05882352941176471,0.1512605042016807,0.10084033613445378,0.08403361344537814,0.0546218487394958,0.029411764705882356,0.28451380552220884,0.48739495798319327,0.3378151260504202,0.3764705882352941,0.28274839347503716,0.3235294117647059,0.12184873949579832,0.16974789915966387,0.13445378151260504
129,Dani Gómez,centre-forward,1.0,0.0,0.0,0.2,0.4,0.1,0.0,0.1,0.0,0.1714285714285714,0.4,0.34,0.352,0.0,0.0,0.0,0.04,0.8
130,Maxi Gómez,centre-forward,1.2,0.1,0.107843137254902,0.0,0.0,0.16666666666666669,0.16666666666666669,0.0,0.25,0.2857142857142857,0.25,0.26666666666666666,0.19999999999999998,0.107843137254902,0.25,0.0,0.06666666666666667,0.16666666666666669
131,Amine Gouiri,centre-forward,30.5,0.09049180327868851,0.2482160077145613,0.20983606557377052,0.23278688524590163,0.13114754098360656,0.1672131147540984,0.11147540983606558,0.0918032786885246,0.21358313817330207,0.5180327868852459,0.4118032786885246,0.45377049180327866,0.2482160077145613,0.259016393442623,0.10491803278688526,0.0419672131147541,0.05245901639344263
132,Adrian Grbić,centre-forward,0.3,0.0,0.431372549019608,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.46666666666666673,0.42666666666666675,0.431372549019608,1.0,0.0,0.0,0.0
133,Sam Greenwood,centre-forward,4.7,0.14042553191489363,0.09637046307884858,0.04255319148936171,0.3191489361702128,0.2765957446808511,0.23404255319148937,0.2978723404255319,0.021276595744680854,0.045592705167173245,0.7943262411347517,0.4382978723404255,0.7080851063829786,0.09637046307884858,0.2553191489361702,0.04255319148936171,0.00851063829787234,0.0
134,Michael Gregoritsch,centre-forward,23.9,0.07531380753138074,0.2707359094265322,0.13389121338912136,0.23849372384937242,0.100418410041841,0.1087866108786611,0.1171548117154812,0.06276150627615064,0.23311416616855946,0.4365411436541144,0.3564853556485356,0.37087866108786616,0.2707359094265322,0.28033472803347287,0.15899581589958162,0.23598326359832636,0.10878661087866111
135,Antoine Griezmann,second striker,31.8,0.2622641509433962,0.25027746947835744,0.3647798742138365,0.5377358490566038,0.2641509433962264,0.30817610062893086,0.3679245283018868,0.07861635220125786,0.206199460916442,0.9779874213836477,0.5144654088050314,0.8311949685534591,0.25027746947835744,0.34905660377358494,0.13836477987421383,0.03522012578616352,0.06918238993710692
136,Sergi Guardiola,centre-forward,18.5,0.01945945945945946,0.15389507154213042,0.043243243243243246,0.16756756756756758,0.05945945945945946,0.02702702702702703,0.06486486486486487,0.03783783783783784,0.13436293436293434,0.4774774774774775,0.30486486486486486,0.3623783783783783,0.15389507154213042,0.20540540540540542,0.08648648648648649,0.043243243243243246,0.16216216216216217
137,Evann Guessand,centre-forward,14.0,0.055714285714285716,0.12016806722689079,0.18571428571428572,0.2642857142857143,0.09285714285714286,0.07142857142857142,0.1285714285714286,0.05714285714285714,0.14693877551020404,0.5547619047619048,0.31285714285714283,0.4228571428571428,0.12016806722689079,0.15714285714285714,0.08571428571428572,0.08,0.08571428571428572
138,Serhou Guirassy,centre-forward,18.6,0.04838709677419355,0.32352941176470595,0.06451612903225806,0.16129032258064516,0.11290322580645161,0.05376344086021505,0.11290322580645161,0.07526881720430108,0.21658986175115205,0.6021505376344085,0.3086021505376344,0.40602150537634407,0.32352941176470595,0.26344086021505375,0.10215053763440861,0.09032258064516129,0.10752688172043011
139,Gorka Guruzeta,centre-forward,15.8,0.03797468354430379,0.24981384959046912,0.12658227848101264,0.23417721518987344,0.08860759493670886,0.07594936708860758,0.14556962025316456,0.025316455696202528,0.20072332730560577,0.5780590717299579,0.33797468354430377,0.4344303797468354,0.24981384959046912,0.3227848101265823,0.10759493670886076,0.07341772151898734,0.20253164556962022
140,Christian Gytkjær,centre-forward,6.2,0.029032258064516127,0.32352941176470595,0.06451612903225806,0.0967741935483871,0.04838709677419355,0.016129032258064516,0.04838709677419355,0.03225806451612903,0.1866359447004608,0.4301075268817204,0.23548387096774193,0.25290322580645164,0.32352941176470595,0.1935483870967742,0.08064516129032258,0.06451612903225806,0.3225806451612903
141,Erling Haaland,centre-forward,30.8,0.10324675324675324,0.48529411764705893,0.14935064935064934,0.18831168831168832,0.09415584415584416,0.10064935064935066,0.045454545454545456,0.08116883116883117,0.30194805194805185,0.31385281385281383,0.2824675324675325,0.2327272727272727,0.48529411764705893,0.37662337662337664,0.17207792207792208,0.06493506493506493,0.051948051948051945
142,Munir El Haddadi,centre-forward,12.8,0.05624999999999999,0.13648897058823534,0.171875,0.234375,0.109375,0.1328125,0.15625,0.0546875,0.1607142857142857,0.6588541666666666,0.46718750000000003,0.6075,0.13648897058823534,0.25,0.0703125,0.08750000000000001,0.203125
143,Sébastien Haller,centre-forward,13.6,0.1014705882352941,0.3663494809688582,0.05882352941176471,0.16176470588235295,0.11764705882352942,0.11029411764705882,0.09558823529411765,0.029411764705882356,0.21428571428571425,0.4534313725490196,0.29852941176470593,0.3294117647058824,0.3663494809688582,0.24264705882352944,0.1397058823529412,0.12352941176470589,0.05882352941176471
144,Ben Hamed Touré,centre-forward,2.3,0.0,0.028132992327365738,0.0,0.04347826086956522,0.0,0.0,0.04347826086956522,0.0,0.0,0.46376811594202905,0.16521739130434784,0.27130434782608703,0.028132992327365738,0.08695652173913045,0.0,0.03478260869565218,0.0
145,Romain Hamouma,centre-forward,12.0,0.11499999999999999,0.16176470588235298,0.13333333333333333,0.39166666666666666,0.10833333333333334,0.125,0.24166666666666667,0.09166666666666667,0.14999999999999997,0.6361111111111111,0.4066666666666667,0.4933333333333334,0.16176470588235298,0.13333333333333333,0.05,0.04,0.06666666666666667
146,Saïd Hamulic,centre-forward,1.2,0.0,0.0,0.0,0.16666666666666669,0.08333333333333334,0.08333333333333334,0.25,0.0,0.03571428571428571,0.4166666666666667,0.16666666666666669,0.16,0.0,0.08333333333333334,0.0,0.0,0.16666666666666669
147,Kai Havertz,centre-forward,28.5,0.07789473684210527,0.24520123839009295,0.1824561403508772,0.312280701754386,0.13333333333333333,0.09824561403508772,0.17192982456140352,0.10526315789473684,0.24812030075187966,0.6070175438596491,0.44912280701754387,0.5456842105263158,0.24520123839009295,0.2456140350877193,0.10877192982456141,0.11087719298245614,0.19649122807017544
148,Rhys Healey,centre-forward,0.7,0.17142857142857146,0.369747899159664,0.0,0.0,0.28571428571428575,0.14285714285714288,0.0,0.14285714285714288,0.48979591836734687,0.3333333333333333,0.4285714285714286,0.38857142857142857,0.369747899159664,0.7142857142857144,0.4285714285714286,0.1142857142857143,0.0
149,Hwang Hee-chan,centre-forward,12.6,0.05238095238095238,0.1489262371615313,0.15873015873015875,0.2380952380952381,0.07936507936507937,0.047619047619047616,0.07142857142857144,0.05555555555555556,0.12925170068027209,0.4708994708994709,0.2984126984126984,0.3796825396825396,0.1489262371615313,0.14285714285714288,0.05555555555555556,0.022222222222222223,0.015873015873015872
150,Thomas Henry,centre-forward,11.4,0.05789473684210526,0.09649122807017546,0.10526315789473684,0.15789473684210528,0.11403508771929825,0.043859649122807015,0.12280701754385966,0.008771929824561403,0.18045112781954883,0.4678362573099415,0.3368421052631579,0.3649122807017544,0.09649122807017546,0.15789473684210528,0.043859649122807015,0.16140350877192983,0.15789473684210528
151,Philipp Hofmann,centre-forward,29.2,0.05547945205479452,0.19500402900886388,0.11643835616438357,0.24315068493150688,0.09246575342465754,0.10958904109589042,0.1404109589041096,0.010273972602739727,0.1717221135029354,0.567351598173516,0.28698630136986303,0.3835616438356164,0.19500402900886388,0.17808219178082194,0.07191780821917808,0.29315068493150687,0.1095890410958904
152,Lucas Höler,centre-forward,16.7,0.06826347305389222,0.12786192321239875,0.1317365269461078,0.19760479041916168,0.07784431137724551,0.11976047904191617,0.1317365269461078,0.023952095808383235,0.16680923866552608,0.5708582834331338,0.3532934131736527,0.482874251497006,0.12786192321239875,0.17964071856287428,0.08982035928143714,0.16766467065868265,0.10778443113772457
153,Noah Holm,centre-forward,2.2,0.0818181818181818,0.08823529411764708,0.09090909090909091,0.09090909090909091,0.13636363636363635,0.045454545454545456,0.13636363636363635,0.0,0.09740259740259738,0.7424242424242423,0.19090909090909092,0.46545454545454534,0.08823529411764708,0.09090909090909091,0.0,0.07272727272727272,0.09090909090909091
154,Ilyes Housni,centre-forward,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.4,0.64,0.0,0.0,0.0,0.0,0.0
155,Adrien Hunou,centre-forward,24.8,0.05564516129032257,0.16959203036053133,0.0967741935483871,0.25,0.07258064516129033,0.036290322580645164,0.1532258064516129,0.04032258064516129,0.11923963133640551,0.6827956989247312,0.3016129032258065,0.4903225806451612,0.16959203036053133,0.1814516129032258,0.07258064516129033,0.03064516129032258,0.04032258064516129
156,Rasmus Højlund,centre-forward,20.4,0.07058823529411765,0.30132641291810847,0.10784313725490198,0.18137254901960786,0.11764705882352942,0.08823529411764706,0.11274509803921569,0.1519607843137255,0.27941176470588236,0.4101307189542484,0.4294117647058824,0.38901960784313727,0.30132641291810847,0.26470588235294124,0.13725490196078433,0.06470588235294118,0.05882352941176471
157,Zlatan Ibrahimović,centre-forward,1.6,0.075,0.16176470588235298,0.25,0.25,0.0625,0.0625,0.1875,0.0625,0.18749999999999997,0.6458333333333334,0.45,0.5499999999999999,0.16176470588235298,0.3125,0.125,0.2,0.0
158,Mounaim El Idrissy,centre-forward,27.7,0.021660649819494584,0.16818857506901683,0.06498194945848376,0.14440433212996392,0.04693140794223827,0.03249097472924188,0.11913357400722023,0.01444043321299639,0.15162454873646208,0.5800240673886884,0.2736462093862816,0.37487364620938624,0.16818857506901683,0.18050541516245489,0.06859205776173286,0.1588447653429603,0.1660649819494585
159,Borja Iglesias,centre-forward,26.3,0.0638783269961977,0.25095057034220536,0.1064638783269962,0.12547528517110268,0.08365019011406843,0.08365019011406845,0.04942965779467681,0.07604562737642585,0.19228680065181963,0.4524714828897338,0.29429657794676806,0.3084410646387833,0.25095057034220536,0.22053231939163498,0.07984790874524715,0.03650190114068441,0.16730038022813687
160,Kelechi Iheanacho,centre-forward,12.5,0.192,0.3261176470588236,0.128,0.21600000000000003,0.17600000000000002,0.14400000000000002,0.168,0.144,0.19885714285714282,0.5253333333333333,0.3904,0.4326399999999999,0.3261176470588236,0.30400000000000005,0.10400000000000001,0.048,0.192
161,Ciro Immobile,centre-forward,24.7,0.046153846153846156,0.26982614908311514,0.08906882591093118,0.17408906882591094,0.10526315789473684,0.06477732793522267,0.07692307692307693,0.10931174089068828,0.27588201272411794,0.4993252361673414,0.3651821862348178,0.39902834008097166,0.26982614908311514,0.29149797570850206,0.12145748987854253,0.022672064777327937,0.17004048582995954
162,Danny Ings,centre-forward,17.8,0.07415730337078652,0.2471910112359551,0.06741573033707865,0.06741573033707865,0.08426966292134831,0.08426966292134831,0.10112359550561799,0.06741573033707865,0.20706260032102725,0.39513108614232206,0.2741573033707865,0.2840449438202247,0.2471910112359551,0.2247191011235955,0.0898876404494382,0.056179775280898875,0.15730337078651685
163,Marcus Ingvartsen,centre-forward,14.6,0.02876712328767123,0.23045930701047548,0.08219178082191782,0.20547945205479456,0.04109589041095891,0.04794520547945205,0.11643835616438357,0.06164383561643836,0.19373776908023482,0.5821917808219178,0.3136986301369863,0.4263013698630137,0.23045930701047548,0.2191780821917808,0.08904109589041097,0.08219178082191782,0.12328767123287672
164,Alexander Isak,centre-forward,18.6,0.07419354838709677,0.2400379506641367,0.17204301075268816,0.27419354838709675,0.0967741935483871,0.07526881720430106,0.15591397849462366,0.12903225806451613,0.2511520737327188,0.39605734767025086,0.40860215053763443,0.37935483870967734,0.2400379506641367,0.27956989247311825,0.12903225806451613,0.04731182795698924,0.053763440860215055
165,Luis Javier Suárez,centre-forward,19.9,0.07537688442211056,0.22110552763819102,0.060301507537688454,0.18592964824120606,0.08040201005025127,0.08542713567839197,0.14572864321608042,0.07537688442211056,0.1722900215362527,0.6046901172529313,0.2793969849246231,0.40040201005025133,0.22110552763819102,0.2864321608040201,0.10050251256281409,0.08442211055276383,0.050251256281407045
166,Gabriel Jesus,centre-forward,22.9,0.10218340611353711,0.37297713845363484,0.19213973799126638,0.27947598253275113,0.13537117903930132,0.12663755458515286,0.13537117903930132,0.12227074235807862,0.35745477230193384,0.5909752547307133,0.5004366812227075,0.5938864628820961,0.37297713845363484,0.331877729257642,0.13537117903930132,0.07685589519650655,0.13973799126637557
167,Raúl Jiménez,centre-forward,9.4,0.10851063829787233,0.1789737171464331,0.14893617021276595,0.14893617021276595,0.08510638297872342,0.06382978723404255,0.08510638297872342,0.021276595744680854,0.20060790273556228,0.4929078014184397,0.2702127659574468,0.3387234042553191,0.1789737171464331,0.2127659574468085,0.09574468085106383,0.10212765957446808,0.19148936170212766
168,Brennan Johnson,second striker,32.6,0.05889570552147239,0.12306026705160593,0.11042944785276072,0.09202453987730061,0.08588957055214724,0.05828220858895705,0.03680981595092025,0.12883435582822086,0.1524978089395267,0.3159509202453988,0.2662576687116564,0.2341104294478528,0.12306026705160593,0.15950920245398773,0.0736196319018405,0.022085889570552145,0.11042944785276072
169,Willian José,centre-forward,8.1,0.09629629629629631,0.17574437182280325,0.07407407407407408,0.17283950617283952,0.09876543209876544,0.0617283950617284,0.04938271604938272,0.02469135802469136,0.08465608465608465,0.6666666666666666,0.3111111111111111,0.5076543209876544,0.17574437182280325,0.24691358024691362,0.07407407407407408,0.07901234567901236,0.07407407407407408
