,Player,Position,90s,TCmp,LFTP,LPrgP,Def_3rd,Mid_3rd,Att_3rd,Live,TOSucc,CaPrgC,PrgR,BTklInt,CTkl%,BClr,ADWon,ADWonp
12,Benjamin André,defensive midfield,32.4,0.3525780682643428,0.5833333333333335,0.5439643347050755,0.24099592583793103,0.41011553057597155,0.2800925925925926,0.4031452087007643,0.058641975308641986,0.12654320987654322,0.10648148148148148,0.27006172839506176,0.0016579940822365065,0.1851851851851852,0.2808641975308642,0.00184779077322937
13,Santiago Ascacíbar,defensive midfield,8.1,0.2599854756717502,0.3928170594837262,0.28870598994055785,0.27256408225759615,0.2589229956285728,0.308641975308642,0.32510288065843623,0.04938271604938272,0.01234567901234568,0.05555555555555556,0.25925925925925924,0.004938271604938272,0.1358024691358025,0.12345679012345681,0.00411522633744856
14,Kristjan Asllani,defensive midfield,6.6,0.358288770053476,0.2603305785123967,0.25061728395061733,0.21733730750124192,0.35068093385214005,0.3295454545454546,0.3658008658008659,0.030303030303030304,0.09090909090909093,0.06818181818181819,0.12878787878787878,0.010606060606060607,0.06060606060606061,0.0,0.0
15,Valentin Atangana Edoa,defensive midfield,1.9,0.12693498452012386,0.1339712918660287,0.1500974658869396,0.13786247514724087,0.1261519557648986,0.31578947368421056,0.1904761904761905,0.0,0.26315789473684215,0.23684210526315788,0.21052631578947367,0.026315789473684213,0.05263157894736842,0.15789473684210528,0.052631578947368425
16,Brandon Baiye,defensive midfield,0.6,0.2647058823529412,0.10606060606060608,0.19012345679012346,0.20788785934901402,0.29961089494163423,0.33333333333333337,0.33333333333333337,0.16666666666666669,0.0,0.0,0.33333333333333337,0.1111111111111111,0.5,0.0,0.0
17,Stefan Bajcetic,defensive midfield,5.8,0.20283975659229211,0.18652037617554862,0.2360153256704981,0.14193722810725784,0.24407956527572786,0.31896551724137934,0.26600985221674883,0.1206896551724138,0.1724137931034483,0.01293103448275862,0.15517241379310345,0.005108556832694763,0.06896551724137932,0.15517241379310345,0.011083743842364534
18,Tiemoué Bakayoko,defensive midfield,0.5,0.2,0.38181818181818183,0.22814814814814816,0.3991446899501069,0.17976653696498052,0.1,0.28571428571428575,0.2,0.0,0.15,0.5,0.2,0.0,0.2,0.1
19,Andrea Barberis,defensive midfield,3.8,0.21671826625386997,0.2679425837320574,0.21013645224171543,0.1247327156094084,0.24836166291214418,0.20394736842105265,0.24310776942355894,0.0,0.07894736842105264,0.0,0.1973684210526316,0.01196172248803828,0.02631578947368421,0.05263157894736842,0.013157894736842106
20,Enzo Barrenechea,defensive midfield,1.8,0.3202614379084967,0.21212121212121213,0.15843621399176955,0.2494654312188168,0.37451361867704275,0.18055555555555558,0.3650793650793651,0.0,0.05555555555555556,0.08333333333333333,0.2777777777777778,0.03333333333333334,0.16666666666666666,0.05555555555555556,0.02777777777777778
21,Rodrigo Battaglia,defensive midfield,7.6,0.1431888544891641,0.20095693779904308,0.1425925925925926,0.1870990734141126,0.16754556625025596,0.08881578947368422,0.1942355889724311,0.0,0.03947368421052632,0.029605263157894735,0.11184210526315791,0.005639097744360901,0.23684210526315794,0.14473684210526316,0.007617728531855957
22,Julian Baumgartlinger,defensive midfield,6.2,0.1793168880455408,0.15395894428152496,0.22998805256869773,0.1870990734141126,0.1884649177858667,0.1774193548387097,0.22427035330261139,0.016129032258064516,0.016129032258064516,0.03629032258064516,0.1532258064516129,0.005093378607809847,0.24193548387096775,0.11290322580645161,0.0070564516129032265
23,Alexis Beka Beka,defensive midfield,6.1,0.22757955641272903,0.1982116244411327,0.23375834851244692,0.16767348655690967,0.26891305734515536,0.3811475409836066,0.3021077283372366,0.13114754098360656,0.21311475409836067,0.2827868852459016,0.2295081967213115,0.004371584699453553,0.09836065573770493,0.049180327868852465,0.007025761124121779
24,Reda Belahyane,defensive midfield,2.0,0.3029411764705882,0.19090909090909092,0.2851851851851852,0.2557020669992872,0.3445525291828794,0.1125,0.32142857142857145,0.25,0.15000000000000002,0.0375,0.25,0.03,0.0,0.0,0.0
25,Ismaël Bennacer,defensive midfield,22.3,0.32155104194144024,0.3509987770077456,0.33761833582461387,0.16780185956422655,0.3436120465530177,0.413677130044843,0.3557548579970105,0.1210762331838565,0.13452914798206278,0.17488789237668162,0.1905829596412556,0.002637826431020839,0.07174887892376682,0.09865470852017938,0.002242152466367713
26,Patrick Berg,defensive midfield,0.3,0.33333333333333337,0.6363636363636365,0.5703703703703704,0.20788785934901402,0.37451361867704275,0.25,0.3650793650793651,0.0,0.0,1.0,0.16666666666666669,0.0,0.0,0.0,0.0
28,Alexis Blin,defensive midfield,26.4,0.17067736185383245,0.21212121212121215,0.21820987654320992,0.1663102874792112,0.19775453955901426,0.24337121212121215,0.23430735930735935,0.01893939393939394,0.04924242424242425,0.09090909090909091,0.1950757575757576,0.001971772519717725,0.28030303030303033,0.20833333333333337,0.0016801075268817205
29,Marcelo Brozović,defensive midfield,19.7,0.3935503135264258,0.3294877711121366,0.33006204173716863,0.277957675901169,0.37527405242054945,0.36928934010152287,0.40995890742083646,0.08121827411167513,0.14720812182741116,0.133248730964467,0.14974619289340105,0.001509123336534504,0.14213197969543148,0.030456852791878177,0.001692047377326565
30,Sergio Busquets,defensive midfield,26.0,0.3895927601809954,0.562937062937063,0.5572079772079773,0.18565984977246558,0.41110071834780004,0.3586538461538462,0.39780219780219783,0.04230769230769231,0.1,0.09230769230769231,0.16346153846153846,0.002187028657616893,0.13846153846153847,0.20384615384615384,0.001820054945054945
31,Jens Cajuste,defensive midfield,17.0,0.20968858131487889,0.2470588235294118,0.3657080610021787,0.16361997400528278,0.23484206912336916,0.3397058823529412,0.27142857142857146,0.22941176470588234,0.2705882352941177,0.17647058823529413,0.18823529411764706,0.003063725490196079,0.12941176470588237,0.07647058823529412,0.0025490196078431374
32,Mohamed Camara,defensive midfield,7.7,0.1925133689839572,0.22314049586776863,0.22222222222222224,0.09881422924901186,0.25486381322957197,0.262987012987013,0.24304267161410023,0.09090909090909091,0.16883116883116883,0.13636363636363635,0.14935064935064934,0.004329004329004328,0.10389610389610389,0.19480519480519481,0.00846979107848673
33,Mohamed Camara,defensive midfield,7.7,0.1925133689839572,0.22314049586776863,0.22222222222222224,0.09881422924901186,0.25486381322957197,0.262987012987013,0.24304267161410023,0.09090909090909091,0.16883116883116883,0.13636363636363635,0.14935064935064934,0.004329004329004328,0.10389610389610389,0.18181818181818182,0.007272727272727274
34,Mohamed Camara,defensive midfield,7.7,0.1925133689839572,0.22314049586776863,0.22222222222222224,0.09881422924901186,0.25486381322957197,0.262987012987013,0.24304267161410023,0.09090909090909091,0.16883116883116883,0.13636363636363635,0.7142857142857143,0.006775832862789384,0.18181818181818182,0.19480519480519481,0.00846979107848673
35,Mohamed Camara,defensive midfield,7.7,0.1925133689839572,0.22314049586776863,0.22222222222222224,0.09881422924901186,0.25486381322957197,0.262987012987013,0.24304267161410023,0.09090909090909091,0.16883116883116883,0.13636363636363635,0.7142857142857143,0.006775832862789384,0.18181818181818182,0.18181818181818182,0.007272727272727274
36,Mohamed Camara,defensive midfield,7.7,0.1925133689839572,0.22314049586776863,0.22222222222222224,0.5572474567485258,1.0,0.724025974025974,0.9734075448361164,0.2987012987012987,0.36363636363636365,0.18506493506493507,0.14935064935064934,0.004329004329004328,0.10389610389610389,0.19480519480519481,0.00846979107848673
37,Mohamed Camara,defensive midfield,7.7,0.1925133689839572,0.22314049586776863,0.22222222222222224,0.5572474567485258,1.0,0.724025974025974,0.9734075448361164,0.2987012987012987,0.36363636363636365,0.18506493506493507,0.14935064935064934,0.004329004329004328,0.10389610389610389,0.18181818181818182,0.007272727272727274
38,Mohamed Camara,defensive midfield,7.7,0.1925133689839572,0.22314049586776863,0.22222222222222224,0.5572474567485258,1.0,0.724025974025974,0.9734075448361164,0.2987012987012987,0.36363636363636365,0.18506493506493507,0.7142857142857143,0.006775832862789384,0.18181818181818182,0.19480519480519481,0.00846979107848673
39,Mohamed Camara,defensive midfield,7.7,0.1925133689839572,0.22314049586776863,0.22222222222222224,0.5572474567485258,1.0,0.724025974025974,0.9734075448361164,0.2987012987012987,0.36363636363636365,0.18506493506493507,0.7142857142857143,0.006775832862789384,0.18181818181818182,0.18181818181818182,0.007272727272727274
40,Mohamed Camara,defensive midfield,7.7,0.8548510313216195,1.0,1.0,0.09881422924901186,0.25486381322957197,0.262987012987013,0.24304267161410023,0.09090909090909091,0.16883116883116883,0.13636363636363635,0.14935064935064934,0.004329004329004328,0.10389610389610389,0.19480519480519481,0.00846979107848673
41,Mohamed Camara,defensive midfield,7.7,0.8548510313216195,1.0,1.0,0.09881422924901186,0.25486381322957197,0.262987012987013,0.24304267161410023,0.09090909090909091,0.16883116883116883,0.13636363636363635,0.14935064935064934,0.004329004329004328,0.10389610389610389,0.18181818181818182,0.007272727272727274
42,Mohamed Camara,defensive midfield,7.7,0.8548510313216195,1.0,1.0,0.09881422924901186,0.25486381322957197,0.262987012987013,0.24304267161410023,0.09090909090909091,0.16883116883116883,0.13636363636363635,0.7142857142857143,0.006775832862789384,0.18181818181818182,0.19480519480519481,0.00846979107848673
43,Mohamed Camara,defensive midfield,7.7,0.8548510313216195,1.0,1.0,0.09881422924901186,0.25486381322957197,0.262987012987013,0.24304267161410023,0.09090909090909091,0.16883116883116883,0.13636363636363635,0.7142857142857143,0.006775832862789384,0.18181818181818182,0.18181818181818182,0.007272727272727274
44,Mohamed Camara,defensive midfield,7.7,0.8548510313216195,1.0,1.0,0.5572474567485258,1.0,0.724025974025974,0.9734075448361164,0.2987012987012987,0.36363636363636365,0.18506493506493507,0.14935064935064934,0.004329004329004328,0.10389610389610389,0.19480519480519481,0.00846979107848673
45,Mohamed Camara,defensive midfield,7.7,0.8548510313216195,1.0,1.0,0.5572474567485258,1.0,0.724025974025974,0.9734075448361164,0.2987012987012987,0.36363636363636365,0.18506493506493507,0.14935064935064934,0.004329004329004328,0.10389610389610389,0.18181818181818182,0.007272727272727274
46,Mohamed Camara,defensive midfield,7.7,0.8548510313216195,1.0,1.0,0.5572474567485258,1.0,0.724025974025974,0.9734075448361164,0.2987012987012987,0.36363636363636365,0.18506493506493507,0.7142857142857143,0.006775832862789384,0.18181818181818182,0.19480519480519481,0.00846979107848673
47,Mohamed Camara,defensive midfield,7.7,0.8548510313216195,1.0,1.0,0.5572474567485258,1.0,0.724025974025974,0.9734075448361164,0.2987012987012987,0.36363636363636365,0.18506493506493507,0.7142857142857143,0.006775832862789384,0.18181818181818182,0.18181818181818182,0.007272727272727274
48,Mohamed Camara,defensive midfield,24.4,0.06075216972034716,0.07041728763040239,0.07012750455373407,0.0311831789023521,0.08042833450277477,0.08299180327868853,0.07669789227166278,0.02868852459016394,0.05327868852459017,0.04303278688524591,0.04713114754098361,0.001366120218579235,0.03278688524590164,0.06147540983606558,0.0026728439059158947
49,Mohamed Camara,defensive midfield,24.4,0.06075216972034716,0.07041728763040239,0.07012750455373407,0.0311831789023521,0.08042833450277477,0.08299180327868853,0.07669789227166278,0.02868852459016394,0.05327868852459017,0.04303278688524591,0.04713114754098361,0.001366120218579235,0.03278688524590164,0.05737704918032788,0.002295081967213115
50,Mohamed Camara,defensive midfield,24.4,0.06075216972034716,0.07041728763040239,0.07012750455373407,0.0311831789023521,0.08042833450277477,0.08299180327868853,0.07669789227166278,0.02868852459016394,0.05327868852459017,0.04303278688524591,0.22540983606557377,0.0021382751247327153,0.05737704918032788,0.06147540983606558,0.0026728439059158947
51,Mohamed Camara,defensive midfield,24.4,0.06075216972034716,0.07041728763040239,0.07012750455373407,0.0311831789023521,0.08042833450277477,0.08299180327868853,0.07669789227166278,0.02868852459016394,0.05327868852459017,0.04303278688524591,0.22540983606557377,0.0021382751247327153,0.05737704918032788,0.05737704918032788,0.002295081967213115
52,Mohamed Camara,defensive midfield,24.4,0.06075216972034716,0.07041728763040239,0.07012750455373407,0.17585268102310037,0.3155737704918033,0.2284836065573771,0.3071818891491023,0.09426229508196722,0.11475409836065575,0.0584016393442623,0.04713114754098361,0.001366120218579235,0.03278688524590164,0.06147540983606558,0.0026728439059158947
53,Mohamed Camara,defensive midfield,24.4,0.06075216972034716,0.07041728763040239,0.07012750455373407,0.17585268102310037,0.3155737704918033,0.2284836065573771,0.3071818891491023,0.09426229508196722,0.11475409836065575,0.0584016393442623,0.04713114754098361,0.001366120218579235,0.03278688524590164,0.05737704918032788,0.002295081967213115
54,Mohamed Camara,defensive midfield,24.4,0.06075216972034716,0.07041728763040239,0.07012750455373407,0.17585268102310037,0.3155737704918033,0.2284836065573771,0.3071818891491023,0.09426229508196722,0.11475409836065575,0.0584016393442623,0.22540983606557377,0.0021382751247327153,0.05737704918032788,0.06147540983606558,0.0026728439059158947
55,Mohamed Camara,defensive midfield,24.4,0.06075216972034716,0.07041728763040239,0.07012750455373407,0.17585268102310037,0.3155737704918033,0.2284836065573771,0.3071818891491023,0.09426229508196722,0.11475409836065575,0.0584016393442623,0.22540983606557377,0.0021382751247327153,0.05737704918032788,0.05737704918032788,0.002295081967213115
56,Mohamed Camara,defensive midfield,24.4,0.26976856316297015,0.31557377049180335,0.3155737704918033,0.0311831789023521,0.08042833450277477,0.08299180327868853,0.07669789227166278,0.02868852459016394,0.05327868852459017,0.04303278688524591,0.04713114754098361,0.001366120218579235,0.03278688524590164,0.06147540983606558,0.0026728439059158947
57,Mohamed Camara,defensive midfield,24.4,0.26976856316297015,0.31557377049180335,0.3155737704918033,0.0311831789023521,0.08042833450277477,0.08299180327868853,0.07669789227166278,0.02868852459016394,0.05327868852459017,0.04303278688524591,0.04713114754098361,0.001366120218579235,0.03278688524590164,0.05737704918032788,0.002295081967213115
58,Mohamed Camara,defensive midfield,24.4,0.26976856316297015,0.31557377049180335,0.3155737704918033,0.0311831789023521,0.08042833450277477,0.08299180327868853,0.07669789227166278,0.02868852459016394,0.05327868852459017,0.04303278688524591,0.22540983606557377,0.0021382751247327153,0.05737704918032788,0.06147540983606558,0.0026728439059158947
59,Mohamed Camara,defensive midfield,24.4,0.26976856316297015,0.31557377049180335,0.3155737704918033,0.0311831789023521,0.08042833450277477,0.08299180327868853,0.07669789227166278,0.02868852459016394,0.05327868852459017,0.04303278688524591,0.22540983606557377,0.0021382751247327153,0.05737704918032788,0.05737704918032788,0.002295081967213115
60,Mohamed Camara,defensive midfield,24.4,0.26976856316297015,0.31557377049180335,0.3155737704918033,0.17585268102310037,0.3155737704918033,0.2284836065573771,0.3071818891491023,0.09426229508196722,0.11475409836065575,0.0584016393442623,0.04713114754098361,0.001366120218579235,0.03278688524590164,0.06147540983606558,0.0026728439059158947
61,Mohamed Camara,defensive midfield,24.4,0.26976856316297015,0.31557377049180335,0.3155737704918033,0.17585268102310037,0.3155737704918033,0.2284836065573771,0.3071818891491023,0.09426229508196722,0.11475409836065575,0.0584016393442623,0.04713114754098361,0.001366120218579235,0.03278688524590164,0.05737704918032788,0.002295081967213115
62,Mohamed Camara,defensive midfield,24.4,0.26976856316297015,0.31557377049180335,0.3155737704918033,0.17585268102310037,0.3155737704918033,0.2284836065573771,0.3071818891491023,0.09426229508196722,0.11475409836065575,0.0584016393442623,0.22540983606557377,0.0021382751247327153,0.05737704918032788,0.06147540983606558,0.0026728439059158947
63,Mohamed Camara,defensive midfield,24.4,0.26976856316297015,0.31557377049180335,0.3155737704918033,0.17585268102310037,0.3155737704918033,0.2284836065573771,0.3071818891491023,0.09426229508196722,0.11475409836065575,0.0584016393442623,0.22540983606557377,0.0021382751247327153,0.05737704918032788,0.05737704918032788,0.002295081967213115
64,Emre Can,defensive midfield,21.1,0.3214385280178422,0.3347694959069367,0.2676145339652448,0.26483533930338843,0.3095505928780865,0.23933649289099526,0.34055517941773866,0.061611374407582936,0.16113744075829384,0.042654028436018954,0.1943127962085308,0.002424776810316323,0.1848341232227488,0.14691943127962084,0.0031939006799917577
65,Étienne Capoue,defensive midfield,21.7,0.24803469775006778,0.3372434017595309,0.2575866188769415,0.11438622307037914,0.2505962093636249,0.3467741935483871,0.2657450076804916,0.14285714285714288,0.20737327188940094,0.2488479262672811,0.09216589861751152,0.002560163850486431,0.09216589861751152,0.11520737327188942,0.002618349392542941
66,William Carvalho,defensive midfield,27.1,0.32776210115042326,0.3991949010399195,0.4272516058493918,0.1394613019544308,0.365669016612345,0.3413284132841328,0.3477420488490599,0.1070110701107011,0.16974169741697417,0.14391143911439114,0.1088560885608856,0.0014256960751425694,0.08118081180811809,0.11808118081180813,0.0020013759459628494
67,Casemiro,defensive midfield,23.7,0.27823281211218664,0.36785577291906413,0.3658071573683388,0.28104333390474295,0.30245530217209277,0.3090717299578059,0.35543500100462133,0.037974683544303806,0.05907172995780591,0.10759493670886076,0.25949367088607594,0.002201430930104568,0.27426160337552746,0.23628691983122363,0.0027475223236188796
68,Michele Castagnetti,defensive midfield,15.7,0.23379542899962533,0.38506079907353796,0.43595187544232133,0.16604546218067745,0.26716895090336806,0.29299363057324845,0.28541097967849566,0.050955414012738856,0.089171974522293,0.04777070063694268,0.1942675159235669,0.0021231422505307855,0.14012738853503187,0.05732484076433121,0.002492384381057879
69,Danilo Cataldi,defensive midfield,21.3,0.31676332504832916,0.295774647887324,0.22225699878282038,0.2166718534060146,0.33547980489943546,0.20422535211267606,0.33243907891795216,0.028169014084507046,0.03755868544600939,0.04929577464788732,0.11502347417840375,0.0016431924882629107,0.15492957746478875,0.004694835680751174,0.0007824726134585289
70,Trevoh Chalobah,defensive midfield,17.9,0.3453828458757805,0.22752666328085328,0.2262362921580799,0.41949214970315,0.2527443862356803,0.2332402234636872,0.36419260441606816,0.044692737430167606,0.09497206703910616,0.11312849162011174,0.15363128491620115,0.003943476832073613,0.31284916201117324,0.17318435754189945,0.002748958056220626
71,Pedro Chirivella,defensive midfield,22.5,0.30405228758169933,0.5147474747474747,0.43601646090534985,0.1247327156094084,0.3565369649805447,0.2288888888888889,0.31619047619047624,0.035555555555555556,0.06666666666666667,0.07333333333333333,0.11777777777777779,0.0017171717171717172,0.031111111111111114,0.04000000000000001,0.0023529411764705885
72,Joris Chotard,defensive midfield,27.3,0.18681318681318682,0.20745920745920748,0.21937321937321938,0.18687062521702577,0.209892247829991,0.163003663003663,0.23356009070294784,0.047619047619047616,0.029304029304029307,0.07692307692307691,0.19047619047619047,0.0018784634169249552,0.15384615384615385,0.04395604395604396,0.0013736263736263737
73,Tolga Ciğerci,defensive midfield,7.5,0.2556862745098039,0.1951515151515152,0.24335802469135803,0.21287716797339032,0.2926199740596628,0.27,0.31619047619047624,0.06666666666666667,0.04000000000000001,0.02,0.16000000000000003,0.008333333333333335,0.06666666666666667,0.13333333333333333,0.006349206349206349
74,Jack Colback,defensive midfield,5.5,0.12727272727272726,0.13884297520661157,0.16592592592592595,0.14741139117475538,0.13618677042801555,0.12272727272727274,0.16363636363636366,0.05454545454545454,0.09090909090909091,0.0409090909090909,0.19090909090909092,0.011363636363636364,0.16363636363636366,0.07272727272727274,0.00606060606060606
75,Francis Coquelin,defensive midfield,8.3,0.18781006378454992,0.1456736035049288,0.19928603302097275,0.09467663955894853,0.20214710984013873,0.32228915662650603,0.22432587492828454,0.024096385542168672,0.1325301204819277,0.24397590361445778,0.16265060240963855,0.012048192771084336,0.08433734939759036,0.07228915662650602,0.007228915662650602
76,Samu Costa,defensive midfield,22.1,0.22997072132020227,0.1958041958041958,0.23485838779956425,0.2697838826303041,0.2623289962498019,0.17307692307692307,0.30058177117000645,0.04072398190045249,0.04072398190045249,0.08144796380090497,0.22171945701357465,0.002151175728803501,0.2895927601809955,0.2171945701357466,0.0030165912518853692
78,Bryan Cristante,defensive midfield,32.6,0.24918801876578853,0.30646960401561635,0.24844353556009996,0.21388217185785058,0.2888120359981857,0.1503067484662577,0.2911189015483494,0.02760736196319018,0.049079754601226995,0.06211656441717791,0.20092024539877298,0.0018745739604635312,0.16257668711656442,0.23006134969325154,0.0019832874973556166
79,Josh Dasilva,defensive midfield,15.4,0.18754774637127578,0.1446280991735537,0.22962962962962966,0.11663318862178447,0.16634241245136183,0.48376623376623373,0.2380952380952381,0.20779220779220778,0.38961038961038963,0.336038961038961,0.07467532467532467,0.002435064935064935,0.045454545454545456,0.03896103896103897,0.002782931354359925
81,Thomas Delaney,defensive midfield,6.7,0.21949078138718175,0.13297150610583447,0.17877280265339965,0.2457420665737598,0.2213543179046402,0.1865671641791045,0.26936744847192606,0.029850746268656716,0.014925373134328358,0.033582089552238806,0.11194029850746268,0.0034443168771526988,0.1044776119402985,0.29850746268656714,0.011481056257175661
82,Diego Demme,defensive midfield,1.6,0.6654411764705882,0.5170454545454546,0.5703703703703704,0.23387384176764076,0.7162572957198443,0.34375,0.6101190476190477,0.125,0.1875,0.046875,0.03125,0.0,0.0625,0.125,0.04166666666666666
83,Leander Dendoncker,defensive midfield,10.1,0.19452533488642984,0.13231323132313233,0.13553355335533554,0.166721946606635,0.2180336710713873,0.16584158415841588,0.23243752946723245,0.03960396039603961,0.009900990099009903,0.03712871287128713,0.20792079207920794,0.005363036303630362,0.15841584158415845,0.1188118811881188,0.004752475247524752
84,Ibrahima Diallo,defensive midfield,9.1,0.20491273432449905,0.16783216783216784,0.1754985754985755,0.17544821536268435,0.25351691110445973,0.2032967032967033,0.26111983254840404,0.08791208791208792,0.09890109890109891,0.04945054945054945,0.17032967032967036,0.006279434850863422,0.1208791208791209,0.16483516483516486,0.006868131868131869
85,Mouhamadou Diarra,defensive midfield,18.1,0.16444588885277867,0.14766449020592667,0.1638633108246368,0.0909652953615575,0.17091063482167806,0.46408839779005523,0.2280978689818469,0.13812154696132595,0.3756906077348066,0.3687845303867403,0.09668508287292818,0.0028576871785101917,0.0718232044198895,0.06629834254143646,0.001791847095714499
86,John Donald,defensive midfield,12.1,0.17306757413709284,0.12096168294515404,0.10841750841750843,0.24328033788281309,0.16899540148567385,0.06818181818181819,0.21330184966548607,0.04132231404958678,0.024793388429752067,0.012396694214876033,0.14049586776859505,0.004132231404958678,0.1900826446280992,0.23140495867768598,0.0051423324150596875
87,Niklas Dorsch,defensive midfield,5.4,0.15250544662309368,0.0824915824915825,0.14787379972565157,0.21943718486840366,0.1678375846663784,0.125,0.208994708994709,0.09259259259259259,0.037037037037037035,0.0,0.25,0.010416666666666666,0.16666666666666666,0.09259259259259259,0.00771604938271605
88,Lohann Doucet,defensive midfield,1.0,0.3941176470588235,0.19090909090909092,0.5133333333333333,0.2494654312188168,0.4419260700389105,0.35000000000000003,0.43809523809523815,0.1,0.2,0.075,0.25,0.075,0.4,0.0,0.0
89,Cheick Doucouré,defensive midfield,30.8,0.1982429335370512,0.2272727272727273,0.25925925925925924,0.17980949912525107,0.21741245136186768,0.2069805194805195,0.2438157081014224,0.048701298701298704,0.05844155844155844,0.041396103896103896,0.21590909090909094,0.0018106893106893105,0.15584415584415587,0.09740259740259741,0.0016508914813999557
90,Íñigo Eguaras,defensive midfield,10.7,0.2517866959868059,0.29736618521665253,0.3251644167532018,0.202836378654552,0.2583093930688389,0.1752336448598131,0.2732532265242546,0.03738317757009346,0.07476635514018692,0.04906542056074767,0.07943925233644861,0.002596053997923157,0.14018691588785048,0.028037383177570097,0.003504672897196262
91,Albin Ekdal,defensive midfield,19.3,0.18469978665041145,0.20442769665567595,0.23642295144885817,0.165448576145122,0.21384145480937883,0.2694300518134715,0.24648408586232423,0.06217616580310881,0.07772020725388601,0.1360103626943005,0.16321243523316065,0.002187679907887162,0.18652849740932642,0.18652849740932642,0.00327242977911099
92,Mohamed Elneny,defensive midfield,1.3,0.2579185520361991,0.14685314685314685,0.08774928774928774,0.1055430670541148,0.2419934151451661,0.21153846153846156,0.23076923076923078,0.0,0.07692307692307693,0.05769230769230768,0.038461538461538464,0.07692307692307693,0.0,0.0,0.0
93,Wataru Endo,defensive midfield,32.5,0.21176470588235294,0.27020979020979025,0.3001025641025641,0.19458303635067709,0.2334660281352888,0.2923076923076923,0.27443223443223447,0.08615384615384616,0.09846153846153848,0.1546153846153846,0.1476923076923077,0.0013755656108597287,0.19384615384615386,0.2276923076923077,0.0017788461538461539
94,Salvatore Esposito,defensive midfield,10.8,0.2723311546840958,0.2887205387205387,0.26934156378600826,0.20211319658931914,0.28365938896094534,0.3611111111111111,0.3249559082892416,0.05555555555555555,0.037037037037037035,0.07638888888888888,0.12037037037037038,0.002204585537918871,0.16666666666666666,0.06481481481481481,0.005892255892255892
95,Fabinho,defensive midfield,29.7,0.3202614379084967,0.280685644322008,0.30919067215363516,0.1915088158851523,0.33138780804150453,0.2735690235690236,0.3354176687510021,0.023569023569023573,0.05050505050505051,0.09848484848484848,0.1717171717171717,0.0013033561420658195,0.1346801346801347,0.10101010101010102,0.001980590215884334
96,Fernando,defensive midfield,36.5,0.14810636583400483,0.027895392278953924,0.0,0.4794520547945205,0.001231277650445072,0.0,0.18382257012394,0.0027397260273972603,0.0,0.0,0.0013698630136986301,0.0,0.0547945205479452,0.005479452054794521,0.00182648401826484
97,Fernando,defensive midfield,36.5,0.14810636583400483,0.027895392278953924,0.0,0.4794520547945205,0.001231277650445072,0.0,0.18382257012394,0.0027397260273972603,0.0,0.0,0.0013698630136986301,0.0,0.0547945205479452,0.0547945205479452,0.0016604400166044002
98,Fernando,defensive midfield,36.5,0.14810636583400483,0.027895392278953924,0.0,0.4794520547945205,0.001231277650445072,0.0,0.18382257012394,0.0027397260273972603,0.0,0.0,0.07945205479452055,0.001643835616438356,0.07945205479452055,0.005479452054794521,0.00182648401826484
99,Fernando,defensive midfield,36.5,0.14810636583400483,0.027895392278953924,0.0,0.4794520547945205,0.001231277650445072,0.0,0.18382257012394,0.0027397260273972603,0.0,0.0,0.07945205479452055,0.001643835616438356,0.07945205479452055,0.0547945205479452,0.0016604400166044002
100,Fernando,defensive midfield,36.5,0.14810636583400483,0.027895392278953924,0.0,0.12609964947910055,0.10917328500612973,0.08972602739726028,0.13372472276581868,0.00821917808219178,0.01643835616438356,0.026712328767123285,0.0013698630136986301,0.0,0.0547945205479452,0.005479452054794521,0.00182648401826484
101,Fernando,defensive midfield,36.5,0.14810636583400483,0.027895392278953924,0.0,0.12609964947910055,0.10917328500612973,0.08972602739726028,0.13372472276581868,0.00821917808219178,0.01643835616438356,0.026712328767123285,0.0013698630136986301,0.0,0.0547945205479452,0.0547945205479452,0.0016604400166044002
102,Fernando,defensive midfield,36.5,0.14810636583400483,0.027895392278953924,0.0,0.12609964947910055,0.10917328500612973,0.08972602739726028,0.13372472276581868,0.00821917808219178,0.01643835616438356,0.026712328767123285,0.07945205479452055,0.001643835616438356,0.07945205479452055,0.005479452054794521,0.00182648401826484
103,Fernando,defensive midfield,36.5,0.14810636583400483,0.027895392278953924,0.0,0.12609964947910055,0.10917328500612973,0.08972602739726028,0.13372472276581868,0.00821917808219178,0.01643835616438356,0.026712328767123285,0.07945205479452055,0.001643835616438356,0.07945205479452055,0.0547945205479452,0.0016604400166044002
104,Fernando,defensive midfield,36.5,0.12377115229653504,0.09066002490660026,0.10469812278031457,0.4794520547945205,0.001231277650445072,0.0,0.18382257012394,0.0027397260273972603,0.0,0.0,0.0013698630136986301,0.0,0.0547945205479452,0.005479452054794521,0.00182648401826484
105,Fernando,defensive midfield,36.5,0.12377115229653504,0.09066002490660026,0.10469812278031457,0.4794520547945205,0.001231277650445072,0.0,0.18382257012394,0.0027397260273972603,0.0,0.0,0.0013698630136986301,0.0,0.0547945205479452,0.0547945205479452,0.0016604400166044002
106,Fernando,defensive midfield,36.5,0.12377115229653504,0.09066002490660026,0.10469812278031457,0.4794520547945205,0.001231277650445072,0.0,0.18382257012394,0.0027397260273972603,0.0,0.0,0.07945205479452055,0.001643835616438356,0.07945205479452055,0.005479452054794521,0.00182648401826484
