,Player,Position,90s,TCmp,LFTP,LPrgP,Def_3rd,Mid_3rd,Att_3rd,Live,TOSucc,CaPrgC,PrgR,TOAtt,BTklInt,PTTB
64,Moisés Caicedo,central midfield,34.9,0.040310129782572056,0.029635693819074906,0.028523052878353737,0.0392656266581768,0.03971398960120535,0.029517302182058627,0.03551736638937004,0.060171919770773644,0.02840413604086209,0.032772206303724925,0.06189111747851003,0.03886881774012707,0.027015963978714693
65,Tom Cairney,central midfield,11.0,0.04055614973262032,0.03636363636363636,0.03801652892561983,0.02850729517396184,0.035230726720088416,0.055720279720279715,0.03778491891487931,0.06136363636363636,0.08063241106719367,0.0971590909090909,0.07636363636363637,0.017391304347826087,0.015584415584415583
66,Hakan Çalhanoğlu,central midfield,26.3,0.03746812793558488,0.032373709940249865,0.029726927065330106,0.03445524104586208,0.03519132756249494,0.04078385492834161,0.03513153404336153,0.022813688212927754,0.04562737642585551,0.04847908745247148,0.03650190114068441,0.024136220862952553,0.01629549158066268
67,Mahdi Camara,central midfield,20.2,0.0201980198019802,0.014992927864214994,0.018001800180018002,0.02359124801369026,0.02568539528724909,0.01919268849961919,0.022048404676055382,0.0891089108910891,0.041325871717606544,0.04084158415841584,0.08910891089108912,0.04433921653034869,0.0
68,Eduardo Camavinga,central midfield,22.3,0.04317594302294909,0.03536194746957079,0.033632286995515695,0.041189171234014284,0.03851868006051767,0.040151776474646426,0.03787882088350291,0.12780269058295965,0.08071748878923767,0.08323991031390134,0.1273542600896861,0.033144862546305325,0.0153747597693786
69,Maxence Caqueret,central midfield,30.7,0.03402950756849971,0.036482084690553744,0.027095054782351198,0.026782482808541442,0.03552369731592131,0.039328489100476066,0.033464971846171115,0.10016286644951139,0.03908794788273615,0.06962540716612377,0.11335504885993486,0.03568899589293301,0.013959981386691484
70,Gaetano Castrovilli,central midfield,8.0,0.016588235294117647,0.007142857142857143,0.007954545454545454,0.01728395061728395,0.016869300911854103,0.029307692307692302,0.01870562738210896,0.065625,0.03913043478260869,0.0375,0.08,0.01956521739130435,0.010714285714285713
71,Dani Ceballos,central midfield,17.4,0.05525354969574037,0.06502463054187192,0.05329153605015674,0.03661132396764581,0.05167173252279635,0.0493368700265252,0.04663586299668341,0.1724137931034483,0.08995502248875563,0.06465517241379311,0.1517241379310345,0.03398300849575212,0.029556650246305417
72,Nathaniel Chalobah,central midfield,0.1,0.028235294117647056,0.05714285714285714,0.0,0.12345679012345678,0.027355623100303948,0.05538461538461538,0.05298557656378447,0.0,0.0,0.0,0.0,0.08695652173913043,0.0
73,Xavier Chavalerin,central midfield,27.0,0.022875816993464047,0.016296296296296295,0.015993265993265993,0.03904892546867855,0.022863897331982436,0.01641025641025641,0.023153891504537942,0.024999999999999998,0.017391304347826084,0.034027777777777775,0.025185185185185185,0.03961352657004831,0.01587301587301587
74,Carney Chukwuemeka,central midfield,3.9,0.03239819004524887,0.01611721611721612,0.026806526806526808,0.0297562519784742,0.024783726911386483,0.053017751479289936,0.03186492903255477,0.11538461538461539,0.14046822742474915,0.10096153846153846,0.11282051282051284,0.042363433667781496,0.0
75,Tio Cipot,central midfield,1.5,0.018823529411764704,0.007619047619047619,0.015151515151515152,0.02633744855967078,0.01945288753799392,0.05169230769230768,0.02602197145205889,0.15,0.08695652173913043,0.2125,0.18666666666666668,0.06956521739130435,0.057142857142857134
76,Pathé Ciss,central midfield,14.2,0.028583264291632143,0.02535211267605634,0.020806658130601795,0.04225352112676056,0.0348687871912325,0.014821235102925243,0.029678406738164586,0.026408450704225355,0.01837109614206981,0.006602112676056339,0.03098591549295775,0.03735456215554195,0.0
77,Bobby Clark,central midfield,0.1,0.007058823529411764,0.0,0.045454545454545456,0.0,0.0,0.1292307692307692,0.03325610940886332,0.0,0.0,0.375,0.4,0.0,0.0
78,Andrea Colpani,central midfield,10.5,0.0214453781512605,0.015238095238095238,0.022077922077922075,0.012933568489124045,0.02318714719930525,0.04079120879120878,0.024002049814769343,0.14285714285714285,0.07701863354037267,0.1232142857142857,0.15619047619047619,0.014078674948240166,0.024489795918367342
79,Santi Comesaña,central midfield,27.2,0.026574394463667817,0.02857142857142857,0.025066844919786096,0.020787944807552652,0.031076792419095292,0.027488687782805426,0.026727976894367345,0.09650735294117647,0.03836317135549872,0.03998161764705882,0.08529411764705883,0.032928388746803074,0.0
80,Lewis Cook,central midfield,19.1,0.021915614413304585,0.01645474943904263,0.01499286054259876,0.03748949647728007,0.02253377679466573,0.017784937575513488,0.022874897633629928,0.027486910994764396,0.012292283177782835,0.00981675392670157,0.039790575916230364,0.02731618483951741,0.004487658937920717
81,Lassana Coulibaly,central midfield,32.1,0.021506322155030233,0.0161993769470405,0.016992353440951572,0.030691127264335982,0.02650342300372127,0.014090582314881377,0.022392609970756414,0.11214953271028037,0.042259244209670865,0.0344626168224299,0.11588785046728971,0.029527292428552076,0.008010680907877168
82,Mathieu Coutadeur,central midfield,21.6,0.03287581699346405,0.026455026455026457,0.023148148148148147,0.02972107910379515,0.038078351908139144,0.01504273504273504,0.02907729865730015,0.01736111111111111,0.024154589371980673,0.01909722222222222,0.025925925925925925,0.016908212560386472,0.0238095238095238
83,Mickaël Cuisance,central midfield,6.9,0.018005115089514065,0.010766045548654244,0.01515151515151515,0.017176596886741814,0.0182370820668693,0.0291638795986622,0.019459779115748154,0.08695652173913043,0.041587901701323246,0.0842391304347826,0.06956521739130435,0.022684310018903593,0.03726708074534161
84,Mahmoud Dahoud,central midfield,3.7,0.04063593004769475,0.03861003861003861,0.03071253071253071,0.04270937604270937,0.04509981105725786,0.02794178794178794,0.038988319460630944,0.0608108108108108,0.03525264394829612,0.020270270270270268,0.05405405405405406,0.04230317273795535,0.023166023166023158
85,Sergi Darder,central midfield,36.9,0.022592061214729793,0.024467673248161053,0.028701650652870166,0.018468332831476465,0.028294659846294513,0.030268918073796117,0.025195900266304062,0.13821138211382114,0.0784729586426299,0.038109756097560975,0.14634146341463417,0.02191587133262637,0.03252032520325203
86,Vladimír Darida,central midfield,0.3,0.018823529411764704,0.0,0.0,0.0411522633744856,0.0182370820668693,0.05538461538461538,0.03161198714595322,0.25,0.08695652173913043,0.0625,0.13333333333333333,0.028985507246376812,0.0
87,Tom Davies,central midfield,6.0,0.020352941176470584,0.02380952380952381,0.022727272727272728,0.030452674897119343,0.027811550151975683,0.01661538461538461,0.02413123084971228,0.0375,0.008695652173913042,0.040624999999999994,0.04,0.02753623188405797,0.04285714285714285
88,Rodrigo De Paul,central midfield,21.4,0.038262781748213306,0.03871829105473966,0.03865760407816482,0.030114226375908618,0.03932903445729057,0.03666427030913012,0.03556095370266252,0.05607476635514019,0.06704591629418935,0.059579439252336455,0.05981308411214954,0.017472572125152377,0.06809078771695594
89,Brecht Dejaegere,central midfield,20.1,0.018191395961369622,0.015920398009950248,0.021709633649932156,0.014004053805048829,0.021684888626774937,0.027830080367393796,0.020299444411601655,0.0708955223880597,0.04672290720311485,0.08955223880597014,0.09950248756218905,0.02336145360155743,0.02132196162046908
90,Alberto Del Moral,central midfield,0.1,0.0,0.0,0.0,0.0,0.00911854103343465,0.0,0.0036619086764815793,0.0,0.0,0.0,0.0,0.0,0.0
91,Sacha Delaye,central midfield,0.2,0.028235294117647056,0.0,0.022727272727272728,0.07407407407407407,0.041033434650455926,0.03692307692307692,0.04558702638068904,0.0,0.13043478260869565,0.0,0.0,0.043478260869565216,0.0
92,Kerem Demirbay,central midfield,17.2,0.03393980848153215,0.023255813953488372,0.022727272727272728,0.03545793855871375,0.037110341415141024,0.03359570661896243,0.034661260412629506,0.03488372093023256,0.033367037411526794,0.022892441860465115,0.05581395348837209,0.0262891809908999,0.014950166112956808
93,Branco van den Boomen,central midfield,32.1,0.03703133589884552,0.04806408544726302,0.045454545454545456,0.029614245605938234,0.03868988438485356,0.04175413371675053,0.03642142890568088,0.04439252336448598,0.039008533116619254,0.05957943925233644,0.047352024922118374,0.021942299878098336,0.032042723631508674
94,Kiernan Dewsbury-Hall,central midfield,25.6,0.02404411764705882,0.024776785714285713,0.0234375,0.026813271604938273,0.02831734422492401,0.03194711538461538,0.02743745796278305,0.1171875,0.06929347826086957,0.066650390625,0.115625,0.02751358695652174,0.03013392857142857
