,Player,Position,PTCrs,PTTB,LxA,LKP,LFTP,LPPA,LPrgP,Att_Pen,TOAtt,TOSucc,CaPrgC,CaCPA,PrgR,90s,npxG,npxG/Sh,SSh,SSoT,Off
17,Taïryk Arconte,right winger,0.03125,0.0,0.0,0.15714285714285717,0.0,0.0,0.03571428571428572,0.14550264550264552,0.11904761904761905,0.1607142857142857,0.03741496598639456,0.21428571428571427,0.19047619047619047,1.4,0.053571428571428575,0.053571428571428575,0.13095238095238096,0.07142857142857144,0.07142857142857144
18,Adu Ares,left winger,0.3888888888888889,0.0,0.07407407407407408,0.3666666666666667,0.4444444444444445,0.16666666666666666,0.22222222222222224,0.13580246913580246,0.3333333333333333,0.41666666666666663,0.46560846560846564,0.16666666666666666,0.7037037037037037,0.9,0.02777777777777778,0.02777777777777778,0.3055555555555556,0.0,0.0
19,Sergio Arribas,right winger,0.21875,0.0,0.0,0.55,0.5,0.25,0.5,0.20370370370370372,0.0,0.0,0.0,0.0,0.0,0.2,0.25,0.25,0.45833333333333337,0.0,0.0
20,Takuma Asano,right winger,0.06447368421052631,0.010526315789473684,0.036842105263157905,0.1273684210526316,0.09473684210526316,0.04736842105263158,0.08947368421052632,0.17153996101364521,0.06140350877192982,0.05131578947368421,0.08822055137844612,0.1263157894736842,0.20877192982456141,19.0,0.07368421052631578,0.07368421052631578,0.25570175438596493,0.09473684210526316,0.03684210526315789
21,Marco Asensio,right winger,0.22421875,0.03125,0.08750000000000001,0.28187500000000004,0.375,0.08125,0.21875,0.18078703703703705,0.06875,0.10781249999999999,0.18333333333333335,0.103125,0.225,16.0,0.0984375,0.0859375,0.3322916666666667,0.15000000000000002,0.025
22,André Ayew,left winger,0.012499999999999999,0.0,0.0,0.03142857142857143,0.08571428571428572,0.014285714285714285,0.15714285714285714,0.09312169312169312,0.05714285714285714,0.021428571428571425,0.044897959183673466,0.0857142857142857,0.15238095238095237,3.5,0.07142857142857142,0.02142857142857143,0.07857142857142857,0.02857142857142857,0.02857142857142857
23,Alex Baena,left winger,0.052662037037037035,0.09722222222222222,0.05864197530864197,0.15787037037037038,0.3472222222222222,0.09953703703703703,0.28703703703703703,0.12448559670781893,0.09567901234567901,0.09375,0.12125220458553793,0.09722222222222222,0.1697530864197531,21.6,0.04513888888888889,0.04513888888888889,0.2631172839506173,0.10185185185185185,0.013888888888888888
24,Jaime Báez,left winger,0.3579545454545454,0.0,0.09090909090909091,0.2,0.6363636363636364,0.09090909090909091,0.18181818181818182,0.07407407407407408,0.0606060606060606,0.06818181818181818,0.23809523809523808,0.0,0.2424242424242424,1.1,0.022727272727272728,0.022727272727272728,0.16666666666666669,0.0,0.09090909090909091
25,Leon Bailey,left winger,0.19178082191780824,0.018264840182648404,0.07305936073059362,0.15068493150684936,0.08675799086757992,0.04794520547945206,0.06392694063926942,0.1655673938778962,0.16894977168949774,0.136986301369863,0.20330506631876497,0.2602739726027397,0.27701674277016747,21.9,0.060502283105022835,0.060502283105022835,0.2134703196347032,0.06392694063926942,0.04109589041095891
26,Jonathan Bamba,left winger,0.11185275080906149,0.029126213592233014,0.06903991370010788,0.1637540453074434,0.3009708737864078,0.09546925566343044,0.23624595469255666,0.18458588037876067,0.10679611650485438,0.08495145631067962,0.18816458622283866,0.1407766990291262,0.37216828478964403,30.9,0.06634304207119741,0.06634304207119741,0.21062567421790723,0.09061488673139159,0.03883495145631068
27,Lameck Banda,left winger,0.12259615384615385,0.0,0.02014652014652015,0.08461538461538463,0.09340659340659341,0.019230769230769232,0.07692307692307693,0.16564916564916565,0.20512820512820515,0.1978021978021978,0.24751439037153325,0.3131868131868132,0.29304029304029305,18.2,0.042582417582417584,0.042582417582417584,0.18131868131868134,0.06593406593406594,0.06043956043956045
28,Bradley Barcola,left winger,0.057421875,0.0,0.08750000000000001,0.17187500000000003,0.13125,0.0625,0.12187500000000001,0.275,0.16666666666666666,0.1875,0.16696428571428573,0.28125,0.325,16.0,0.0546875,0.0546875,0.1546875,0.08125,0.043750000000000004
29,Kike Barja,right winger,0.32962328767123283,0.0136986301369863,0.08219178082191782,0.2109589041095891,0.08904109589041097,0.08561643835616439,0.11986301369863016,0.15347539320142062,0.20319634703196346,0.20034246575342465,0.2188519243313764,0.18493150684931506,0.4223744292237443,14.6,0.02054794520547945,0.02054794520547945,0.1067351598173516,0.04109589041095891,0.04794520547945206
30,Harvey Barnes,left winger,0.06395348837209303,0.016611295681063124,0.02436323366555925,0.06943521594684385,0.12956810631229237,0.05149501661129568,0.13122923588039867,0.18001722652885443,0.10077519379844961,0.06727574750830564,0.1740230976111375,0.23920265780730895,0.28460686600221485,30.1,0.0739202657807309,0.0739202657807309,0.21926910299003322,0.11295681063122923,0.02990033222591362
31,Ander Barrenetxea,left winger,0.05803571428571428,0.01020408163265306,0.037414965986394565,0.10102040816326531,0.14285714285714285,0.04591836734693877,0.1377551020408163,0.17044595616024188,0.21428571428571427,0.260204081632653,0.19241982507288627,0.260204081632653,0.24489795918367344,9.8,0.07653061224489795,0.07653061224489795,0.1683673469387755,0.12244897959183672,0.0
