,Player,Position,PTCrs,PTTB,LxA,LKP,LFTP,LPPA,LPrgP,Att_Pen,TOAtt,TOSucc,CaPrgC,CaCPA,PrgR,90s,npxG,npxG/Sh,SSh,SSoT,Off
133,Cody Gakpo,left winger,0.04591049382716049,0.01851851851851852,0.03909465020576132,0.15617283950617286,0.20370370370370372,0.03395061728395062,0.154320987654321,0.19112940100594425,0.09876543209876544,0.10648148148148148,0.11640211640211641,0.11111111111111112,0.2242798353909465,16.2,0.09567901234567902,0.09567901234567902,0.22067901234567902,0.07407407407407408,0.04938271604938272
134,Álvaro García,left winger,0.21806426332288403,0.003134796238244515,0.05120167189132708,0.16551724137931037,0.08777429467084641,0.06426332288401254,0.11128526645768028,0.15070242656449556,0.05433646812957158,0.0493730407523511,0.1904761904761905,0.2115987460815047,0.3061650992685475,31.9,0.02821316614420063,0.02821316614420063,0.14942528735632185,0.06583072100313479,0.03761755485893417
135,Alejandro Garnacho,left winger,0.013888888888888886,0.0,0.04761904761904763,0.05238095238095239,0.031746031746031744,0.015873015873015872,0.09523809523809525,0.3815402704291594,0.2328042328042328,0.14285714285714285,0.2743764172335601,0.6666666666666666,0.4497354497354497,6.3,0.11904761904761905,0.11904761904761905,0.34920634920634924,0.14285714285714288,0.04761904761904762
136,Bryan Gil,left winger,0.007415254237288135,0.0,0.02259887005649717,0.09322033898305085,0.11016949152542373,0.05084745762711865,0.11440677966101694,0.09322033898305083,0.14124293785310732,0.13347457627118642,0.14205004035512508,0.05084745762711864,0.2542372881355932,11.8,0.0635593220338983,0.0635593220338983,0.1475988700564972,0.0423728813559322,0.03389830508474576
137,Bryan Gil,left winger,0.10752118644067794,0.0,0.02259887005649717,0.09322033898305085,0.11016949152542373,0.05084745762711865,0.11440677966101694,0.09322033898305083,0.14124293785310732,0.13347457627118642,0.14205004035512508,0.05084745762711864,0.2542372881355932,11.8,0.0635593220338983,0.0635593220338983,0.1475988700564972,0.0423728813559322,0.03389830508474576
138,Serge Gnabry,right winger,0.07899305555555554,0.018518518518518517,0.07407407407407408,0.18333333333333335,0.22685185185185183,0.0763888888888889,0.1898148148148148,0.27537722908093276,0.09876543209876543,0.09722222222222222,0.1794532627865961,0.28472222222222215,0.33487654320987653,21.6,0.12962962962962962,0.12037037037037036,0.34375,0.18518518518518517,0.041666666666666664
139,Degnand Gnonto,left winger,0.12249999999999998,0.02666666666666667,0.04888888888888889,0.16133333333333336,0.08000000000000002,0.06333333333333334,0.11666666666666668,0.11679012345679013,0.17111111111111113,0.105,0.2304761904761905,0.16999999999999998,0.3022222222222222,15.0,0.030000000000000002,0.030000000000000002,0.13444444444444445,0.05333333333333334,0.020000000000000004
140,Moi Gómez,left winger,0.18429487179487178,0.0036630036630036634,0.05860805860805861,0.21355311355311357,0.6227106227106227,0.06227106227106227,0.336996336996337,0.03432370099036766,0.04884004884004883,0.07417582417582416,0.07099249956392814,0.03846153846153846,0.0818070818070818,27.3,0.014652014652014652,0.014652014652014652,0.0637973137973138,0.03296703296703297,0.0036630036630036634
141,Nicolás González,left winger,0.09041666666666667,0.006666666666666667,0.024444444444444446,0.13933333333333334,0.2733333333333334,0.06999999999999999,0.23333333333333336,0.19827160493827162,0.1622222222222222,0.125,0.1292063492063492,0.09,0.24888888888888888,15.0,0.11166666666666666,0.09000000000000001,0.35444444444444445,0.11333333333333334,0.02666666666666667
142,Nicolás González,left winger,0.09041666666666667,0.006666666666666667,0.024444444444444446,0.13933333333333334,0.2733333333333334,0.06999999999999999,0.23333333333333336,0.19827160493827162,0.1622222222222222,0.125,0.1292063492063492,0.09,0.24888888888888888,15.0,0.11166666666666666,0.09000000000000001,0.35444444444444445,0.11333333333333334,0.0
143,Nicolás González,left winger,0.09041666666666667,0.006666666666666667,0.024444444444444446,0.13933333333333334,0.2733333333333334,0.06999999999999999,0.23333333333333336,0.19827160493827162,0.1622222222222222,0.125,0.1292063492063492,0.09,0.24888888888888888,15.0,0.025,0.025,0.08555555555555557,0.020000000000000004,0.02666666666666667
144,Nicolás González,left winger,0.09041666666666667,0.006666666666666667,0.024444444444444446,0.13933333333333334,0.2733333333333334,0.06999999999999999,0.23333333333333336,0.19827160493827162,0.1622222222222222,0.125,0.1292063492063492,0.09,0.24888888888888888,15.0,0.025,0.025,0.08555555555555557,0.020000000000000004,0.0
145,Nicolás González,left winger,0.08693910256410256,0.006410256410256412,0.02350427350427351,0.133974358974359,0.26282051282051283,0.06730769230769232,0.22435897435897437,0.19064577397910734,0.15598290598290598,0.1201923076923077,0.12423687423687424,0.08653846153846155,0.03632478632478633,15.6,0.10737179487179488,0.08653846153846155,0.3408119658119658,0.10897435897435899,0.025641025641025647
146,Nicolás González,left winger,0.08693910256410256,0.006410256410256412,0.02350427350427351,0.133974358974359,0.26282051282051283,0.06730769230769232,0.22435897435897437,0.19064577397910734,0.15598290598290598,0.1201923076923077,0.12423687423687424,0.08653846153846155,0.03632478632478633,15.6,0.10737179487179488,0.08653846153846155,0.3408119658119658,0.10897435897435899,0.0
147,Nicolás González,left winger,0.08693910256410256,0.006410256410256412,0.02350427350427351,0.133974358974359,0.26282051282051283,0.06730769230769232,0.22435897435897437,0.19064577397910734,0.15598290598290598,0.1201923076923077,0.12423687423687424,0.08653846153846155,0.03632478632478633,15.6,0.02403846153846154,0.02403846153846154,0.08226495726495728,0.019230769230769232,0.025641025641025647
148,Nicolás González,left winger,0.08693910256410256,0.006410256410256412,0.02350427350427351,0.133974358974359,0.26282051282051283,0.06730769230769232,0.22435897435897437,0.19064577397910734,0.15598290598290598,0.1201923076923077,0.12423687423687424,0.08653846153846155,0.03632478632478633,15.6,0.02403846153846154,0.02403846153846154,0.08226495726495728,0.019230769230769232,0.0
149,Nicolás González,left winger,0.09041666666666667,0.006666666666666667,0.024444444444444446,0.13933333333333334,0.2733333333333334,0.06999999999999999,0.23333333333333336,0.05160493827160494,0.08666666666666667,0.13999999999999999,0.07333333333333333,0.01,0.24888888888888888,15.0,0.11166666666666666,0.09000000000000001,0.35444444444444445,0.11333333333333334,0.02666666666666667
150,Nicolás González,left winger,0.09041666666666667,0.006666666666666667,0.024444444444444446,0.13933333333333334,0.2733333333333334,0.06999999999999999,0.23333333333333336,0.05160493827160494,0.08666666666666667,0.13999999999999999,0.07333333333333333,0.01,0.24888888888888888,15.0,0.11166666666666666,0.09000000000000001,0.35444444444444445,0.11333333333333334,0.0
151,Nicolás González,left winger,0.09041666666666667,0.006666666666666667,0.024444444444444446,0.13933333333333334,0.2733333333333334,0.06999999999999999,0.23333333333333336,0.05160493827160494,0.08666666666666667,0.13999999999999999,0.07333333333333333,0.01,0.24888888888888888,15.0,0.025,0.025,0.08555555555555557,0.020000000000000004,0.02666666666666667
152,Nicolás González,left winger,0.09041666666666667,0.006666666666666667,0.024444444444444446,0.13933333333333334,0.2733333333333334,0.06999999999999999,0.23333333333333336,0.05160493827160494,0.08666666666666667,0.13999999999999999,0.07333333333333333,0.01,0.24888888888888888,15.0,0.025,0.025,0.08555555555555557,0.020000000000000004,0.0
153,Nicolás González,left winger,0.08693910256410256,0.006410256410256412,0.02350427350427351,0.133974358974359,0.26282051282051283,0.06730769230769232,0.22435897435897437,0.049620132953466296,0.08333333333333333,0.1346153846153846,0.07051282051282053,0.009615384615384616,0.03632478632478633,15.6,0.10737179487179488,0.08653846153846155,0.3408119658119658,0.10897435897435899,0.025641025641025647
154,Nicolás González,left winger,0.08693910256410256,0.006410256410256412,0.02350427350427351,0.133974358974359,0.26282051282051283,0.06730769230769232,0.22435897435897437,0.049620132953466296,0.08333333333333333,0.1346153846153846,0.07051282051282053,0.009615384615384616,0.03632478632478633,15.6,0.10737179487179488,0.08653846153846155,0.3408119658119658,0.10897435897435899,0.0
155,Nicolás González,left winger,0.08693910256410256,0.006410256410256412,0.02350427350427351,0.133974358974359,0.26282051282051283,0.06730769230769232,0.22435897435897437,0.049620132953466296,0.08333333333333333,0.1346153846153846,0.07051282051282053,0.009615384615384616,0.03632478632478633,15.6,0.02403846153846154,0.02403846153846154,0.08226495726495728,0.019230769230769232,0.025641025641025647
156,Nicolás González,left winger,0.08693910256410256,0.006410256410256412,0.02350427350427351,0.133974358974359,0.26282051282051283,0.06730769230769232,0.22435897435897437,0.049620132953466296,0.08333333333333333,0.1346153846153846,0.07051282051282053,0.009615384615384616,0.03632478632478633,15.6,0.02403846153846154,0.02403846153846154,0.08226495726495728,0.019230769230769232,0.0
157,Nicolás González,left winger,0.09041666666666667,0.006666666666666667,0.03111111111111111,0.08800000000000002,0.6133333333333334,0.03,0.27,0.19827160493827162,0.1622222222222222,0.125,0.1292063492063492,0.09,0.24888888888888888,15.0,0.11166666666666666,0.09000000000000001,0.35444444444444445,0.11333333333333334,0.02666666666666667
158,Nicolás González,left winger,0.09041666666666667,0.006666666666666667,0.03111111111111111,0.08800000000000002,0.6133333333333334,0.03,0.27,0.19827160493827162,0.1622222222222222,0.125,0.1292063492063492,0.09,0.24888888888888888,15.0,0.11166666666666666,0.09000000000000001,0.35444444444444445,0.11333333333333334,0.0
159,Nicolás González,left winger,0.09041666666666667,0.006666666666666667,0.03111111111111111,0.08800000000000002,0.6133333333333334,0.03,0.27,0.19827160493827162,0.1622222222222222,0.125,0.1292063492063492,0.09,0.24888888888888888,15.0,0.025,0.025,0.08555555555555557,0.020000000000000004,0.02666666666666667
160,Nicolás González,left winger,0.09041666666666667,0.006666666666666667,0.03111111111111111,0.08800000000000002,0.6133333333333334,0.03,0.27,0.19827160493827162,0.1622222222222222,0.125,0.1292063492063492,0.09,0.24888888888888888,15.0,0.025,0.025,0.08555555555555557,0.020000000000000004,0.0
161,Nicolás González,left winger,0.08693910256410256,0.006410256410256412,0.02991452991452992,0.08461538461538463,0.5897435897435898,0.02884615384615385,0.25961538461538464,0.19064577397910734,0.15598290598290598,0.1201923076923077,0.12423687423687424,0.08653846153846155,0.03632478632478633,15.6,0.10737179487179488,0.08653846153846155,0.3408119658119658,0.10897435897435899,0.025641025641025647
162,Nicolás González,left winger,0.08693910256410256,0.006410256410256412,0.02991452991452992,0.08461538461538463,0.5897435897435898,0.02884615384615385,0.25961538461538464,0.19064577397910734,0.15598290598290598,0.1201923076923077,0.12423687423687424,0.08653846153846155,0.03632478632478633,15.6,0.10737179487179488,0.08653846153846155,0.3408119658119658,0.10897435897435899,0.0
163,Nicolás González,left winger,0.08693910256410256,0.006410256410256412,0.02991452991452992,0.08461538461538463,0.5897435897435898,0.02884615384615385,0.25961538461538464,0.19064577397910734,0.15598290598290598,0.1201923076923077,0.12423687423687424,0.08653846153846155,0.03632478632478633,15.6,0.02403846153846154,0.02403846153846154,0.08226495726495728,0.019230769230769232,0.025641025641025647
164,Nicolás González,left winger,0.08693910256410256,0.006410256410256412,0.02991452991452992,0.08461538461538463,0.5897435897435898,0.02884615384615385,0.25961538461538464,0.19064577397910734,0.15598290598290598,0.1201923076923077,0.12423687423687424,0.08653846153846155,0.03632478632478633,15.6,0.02403846153846154,0.02403846153846154,0.08226495726495728,0.019230769230769232,0.0
165,Nicolás González,left winger,0.09041666666666667,0.006666666666666667,0.03111111111111111,0.08800000000000002,0.6133333333333334,0.03,0.27,0.05160493827160494,0.08666666666666667,0.13999999999999999,0.07333333333333333,0.01,0.24888888888888888,15.0,0.11166666666666666,0.09000000000000001,0.35444444444444445,0.11333333333333334,0.02666666666666667
166,Nicolás González,left winger,0.09041666666666667,0.006666666666666667,0.03111111111111111,0.08800000000000002,0.6133333333333334,0.03,0.27,0.05160493827160494,0.08666666666666667,0.13999999999999999,0.07333333333333333,0.01,0.24888888888888888,15.0,0.11166666666666666,0.09000000000000001,0.35444444444444445,0.11333333333333334,0.0
167,Nicolás González,left winger,0.09041666666666667,0.006666666666666667,0.03111111111111111,0.08800000000000002,0.6133333333333334,0.03,0.27,0.05160493827160494,0.08666666666666667,0.13999999999999999,0.07333333333333333,0.01,0.24888888888888888,15.0,0.025,0.025,0.08555555555555557,0.020000000000000004,0.02666666666666667
168,Nicolás González,left winger,0.09041666666666667,0.006666666666666667,0.03111111111111111,0.08800000000000002,0.6133333333333334,0.03,0.27,0.05160493827160494,0.08666666666666667,0.13999999999999999,0.07333333333333333,0.01,0.24888888888888888,15.0,0.025,0.025,0.08555555555555557,0.020000000000000004,0.0
169,Nicolás González,left winger,0.08693910256410256,0.006410256410256412,0.02991452991452992,0.08461538461538463,0.5897435897435898,0.02884615384615385,0.25961538461538464,0.049620132953466296,0.08333333333333333,0.1346153846153846,0.07051282051282053,0.009615384615384616,0.03632478632478633,15.6,0.10737179487179488,0.08653846153846155,0.3408119658119658,0.10897435897435899,0.025641025641025647
170,Nicolás González,left winger,0.08693910256410256,0.006410256410256412,0.02991452991452992,0.08461538461538463,0.5897435897435898,0.02884615384615385,0.25961538461538464,0.049620132953466296,0.08333333333333333,0.1346153846153846,0.07051282051282053,0.009615384615384616,0.03632478632478633,15.6,0.10737179487179488,0.08653846153846155,0.3408119658119658,0.10897435897435899,0.0
171,Nicolás González,left winger,0.08693910256410256,0.006410256410256412,0.02991452991452992,0.08461538461538463,0.5897435897435898,0.02884615384615385,0.25961538461538464,0.049620132953466296,0.08333333333333333,0.1346153846153846,0.07051282051282053,0.009615384615384616,0.03632478632478633,15.6,0.02403846153846154,0.02403846153846154,0.08226495726495728,0.019230769230769232,0.025641025641025647
172,Nicolás González,left winger,0.08693910256410256,0.006410256410256412,0.02991452991452992,0.08461538461538463,0.5897435897435898,0.02884615384615385,0.25961538461538464,0.049620132953466296,0.08333333333333333,0.1346153846153846,0.07051282051282053,0.009615384615384616,0.03632478632478633,15.6,0.02403846153846154,0.02403846153846154,0.08226495726495728,0.019230769230769232,0.0
173,Nicolás González,left winger,0.008749999999999999,0.013333333333333334,0.024444444444444446,0.13933333333333334,0.2733333333333334,0.06999999999999999,0.23333333333333336,0.19827160493827162,0.1622222222222222,0.125,0.1292063492063492,0.09,0.24888888888888888,15.0,0.11166666666666666,0.09000000000000001,0.35444444444444445,0.11333333333333334,0.02666666666666667
174,Nicolás González,left winger,0.008749999999999999,0.013333333333333334,0.024444444444444446,0.13933333333333334,0.2733333333333334,0.06999999999999999,0.23333333333333336,0.19827160493827162,0.1622222222222222,0.125,0.1292063492063492,0.09,0.24888888888888888,15.0,0.11166666666666666,0.09000000000000001,0.35444444444444445,0.11333333333333334,0.0
175,Nicolás González,left winger,0.008749999999999999,0.013333333333333334,0.024444444444444446,0.13933333333333334,0.2733333333333334,0.06999999999999999,0.23333333333333336,0.19827160493827162,0.1622222222222222,0.125,0.1292063492063492,0.09,0.24888888888888888,15.0,0.025,0.025,0.08555555555555557,0.020000000000000004,0.02666666666666667
176,Nicolás González,left winger,0.008749999999999999,0.013333333333333334,0.024444444444444446,0.13933333333333334,0.2733333333333334,0.06999999999999999,0.23333333333333336,0.19827160493827162,0.1622222222222222,0.125,0.1292063492063492,0.09,0.24888888888888888,15.0,0.025,0.025,0.08555555555555557,0.020000000000000004,0.0
177,Nicolás González,left winger,0.008413461538461538,0.012820512820512824,0.02350427350427351,0.133974358974359,0.26282051282051283,0.06730769230769232,0.22435897435897437,0.19064577397910734,0.15598290598290598,0.1201923076923077,0.12423687423687424,0.08653846153846155,0.03632478632478633,15.6,0.10737179487179488,0.08653846153846155,0.3408119658119658,0.10897435897435899,0.025641025641025647
178,Nicolás González,left winger,0.008413461538461538,0.012820512820512824,0.02350427350427351,0.133974358974359,0.26282051282051283,0.06730769230769232,0.22435897435897437,0.19064577397910734,0.15598290598290598,0.1201923076923077,0.12423687423687424,0.08653846153846155,0.03632478632478633,15.6,0.10737179487179488,0.08653846153846155,0.3408119658119658,0.10897435897435899,0.0
179,Nicolás González,left winger,0.008413461538461538,0.012820512820512824,0.02350427350427351,0.133974358974359,0.26282051282051283,0.06730769230769232,0.22435897435897437,0.19064577397910734,0.15598290598290598,0.1201923076923077,0.12423687423687424,0.08653846153846155,0.03632478632478633,15.6,0.02403846153846154,0.02403846153846154,0.08226495726495728,0.019230769230769232,0.025641025641025647
180,Nicolás González,left winger,0.008413461538461538,0.012820512820512824,0.02350427350427351,0.133974358974359,0.26282051282051283,0.06730769230769232,0.22435897435897437,0.19064577397910734,0.15598290598290598,0.1201923076923077,0.12423687423687424,0.08653846153846155,0.03632478632478633,15.6,0.02403846153846154,0.02403846153846154,0.08226495726495728,0.019230769230769232,0.0
181,Nicolás González,left winger,0.008749999999999999,0.013333333333333334,0.024444444444444446,0.13933333333333334,0.2733333333333334,0.06999999999999999,0.23333333333333336,0.05160493827160494,0.08666666666666667,0.13999999999999999,0.07333333333333333,0.01,0.24888888888888888,15.0,0.11166666666666666,0.09000000000000001,0.35444444444444445,0.11333333333333334,0.02666666666666667
182,Nicolás González,left winger,0.008749999999999999,0.013333333333333334,0.024444444444444446,0.13933333333333334,0.2733333333333334,0.06999999999999999,0.23333333333333336,0.05160493827160494,0.08666666666666667,0.13999999999999999,0.07333333333333333,0.01,0.24888888888888888,15.0,0.11166666666666666,0.09000000000000001,0.35444444444444445,0.11333333333333334,0.0
183,Nicolás González,left winger,0.008749999999999999,0.013333333333333334,0.024444444444444446,0.13933333333333334,0.2733333333333334,0.06999999999999999,0.23333333333333336,0.05160493827160494,0.08666666666666667,0.13999999999999999,0.07333333333333333,0.01,0.24888888888888888,15.0,0.025,0.025,0.08555555555555557,0.020000000000000004,0.02666666666666667
184,Nicolás González,left winger,0.008749999999999999,0.013333333333333334,0.024444444444444446,0.13933333333333334,0.2733333333333334,0.06999999999999999,0.23333333333333336,0.05160493827160494,0.08666666666666667,0.13999999999999999,0.07333333333333333,0.01,0.24888888888888888,15.0,0.025,0.025,0.08555555555555557,0.020000000000000004,0.0
185,Nicolás González,left winger,0.008413461538461538,0.012820512820512824,0.02350427350427351,0.133974358974359,0.26282051282051283,0.06730769230769232,0.22435897435897437,0.049620132953466296,0.08333333333333333,0.1346153846153846,0.07051282051282053,0.009615384615384616,0.03632478632478633,15.6,0.10737179487179488,0.08653846153846155,0.3408119658119658,0.10897435897435899,0.025641025641025647
186,Nicolás González,left winger,0.008413461538461538,0.012820512820512824,0.02350427350427351,0.133974358974359,0.26282051282051283,0.06730769230769232,0.22435897435897437,0.049620132953466296,0.08333333333333333,0.1346153846153846,0.07051282051282053,0.009615384615384616,0.03632478632478633,15.6,0.10737179487179488,0.08653846153846155,0.3408119658119658,0.10897435897435899,0.0
187,Nicolás González,left winger,0.008413461538461538,0.012820512820512824,0.02350427350427351,0.133974358974359,0.26282051282051283,0.06730769230769232,0.22435897435897437,0.049620132953466296,0.08333333333333333,0.1346153846153846,0.07051282051282053,0.009615384615384616,0.03632478632478633,15.6,0.02403846153846154,0.02403846153846154,0.08226495726495728,0.019230769230769232,0.025641025641025647
188,Nicolás González,left winger,0.008413461538461538,0.012820512820512824,0.02350427350427351,0.133974358974359,0.26282051282051283,0.06730769230769232,0.22435897435897437,0.049620132953466296,0.08333333333333333,0.1346153846153846,0.07051282051282053,0.009615384615384616,0.03632478632478633,15.6,0.02403846153846154,0.02403846153846154,0.08226495726495728,0.019230769230769232,0.0
189,Nicolás González,left winger,0.008749999999999999,0.013333333333333334,0.03111111111111111,0.08800000000000002,0.6133333333333334,0.03,0.27,0.19827160493827162,0.1622222222222222,0.125,0.1292063492063492,0.09,0.24888888888888888,15.0,0.11166666666666666,0.09000000000000001,0.35444444444444445,0.11333333333333334,0.02666666666666667
190,Nicolás González,left winger,0.008749999999999999,0.013333333333333334,0.03111111111111111,0.08800000000000002,0.6133333333333334,0.03,0.27,0.19827160493827162,0.1622222222222222,0.125,0.1292063492063492,0.09,0.24888888888888888,15.0,0.11166666666666666,0.09000000000000001,0.35444444444444445,0.11333333333333334,0.0
191,Nicolás González,left winger,0.008749999999999999,0.013333333333333334,0.03111111111111111,0.08800000000000002,0.6133333333333334,0.03,0.27,0.19827160493827162,0.1622222222222222,0.125,0.1292063492063492,0.09,0.24888888888888888,15.0,0.025,0.025,0.08555555555555557,0.020000000000000004,0.02666666666666667
192,Nicolás González,left winger,0.008749999999999999,0.013333333333333334,0.03111111111111111,0.08800000000000002,0.6133333333333334,0.03,0.27,0.19827160493827162,0.1622222222222222,0.125,0.1292063492063492,0.09,0.24888888888888888,15.0,0.025,0.025,0.08555555555555557,0.020000000000000004,0.0
193,Nicolás González,left winger,0.008413461538461538,0.012820512820512824,0.02991452991452992,0.08461538461538463,0.5897435897435898,0.02884615384615385,0.25961538461538464,0.19064577397910734,0.15598290598290598,0.1201923076923077,0.12423687423687424,0.08653846153846155,0.03632478632478633,15.6,0.10737179487179488,0.08653846153846155,0.3408119658119658,0.10897435897435899,0.025641025641025647
194,Nicolás González,left winger,0.008413461538461538,0.012820512820512824,0.02991452991452992,0.08461538461538463,0.5897435897435898,0.02884615384615385,0.25961538461538464,0.19064577397910734,0.15598290598290598,0.1201923076923077,0.12423687423687424,0.08653846153846155,0.03632478632478633,15.6,0.10737179487179488,0.08653846153846155,0.3408119658119658,0.10897435897435899,0.0
195,Nicolás González,left winger,0.008413461538461538,0.012820512820512824,0.02991452991452992,0.08461538461538463,0.5897435897435898,0.02884615384615385,0.25961538461538464,0.19064577397910734,0.15598290598290598,0.1201923076923077,0.12423687423687424,0.08653846153846155,0.03632478632478633,15.6,0.02403846153846154,0.02403846153846154,0.08226495726495728,0.019230769230769232,0.025641025641025647
196,Nicolás González,left winger,0.008413461538461538,0.012820512820512824,0.02991452991452992,0.08461538461538463,0.5897435897435898,0.02884615384615385,0.25961538461538464,0.19064577397910734,0.15598290598290598,0.1201923076923077,0.12423687423687424,0.08653846153846155,0.03632478632478633,15.6,0.02403846153846154,0.02403846153846154,0.08226495726495728,0.019230769230769232,0.0
197,Nicolás González,left winger,0.008749999999999999,0.013333333333333334,0.03111111111111111,0.08800000000000002,0.6133333333333334,0.03,0.27,0.05160493827160494,0.08666666666666667,0.13999999999999999,0.07333333333333333,0.01,0.24888888888888888,15.0,0.11166666666666666,0.09000000000000001,0.35444444444444445,0.11333333333333334,0.02666666666666667
198,Nicolás González,left winger,0.008749999999999999,0.013333333333333334,0.03111111111111111,0.08800000000000002,0.6133333333333334,0.03,0.27,0.05160493827160494,0.08666666666666667,0.13999999999999999,0.07333333333333333,0.01,0.24888888888888888,15.0,0.11166666666666666,0.09000000000000001,0.35444444444444445,0.11333333333333334,0.0
199,Nicolás González,left winger,0.008749999999999999,0.013333333333333334,0.03111111111111111,0.08800000000000002,0.6133333333333334,0.03,0.27,0.05160493827160494,0.08666666666666667,0.13999999999999999,0.07333333333333333,0.01,0.24888888888888888,15.0,0.025,0.025,0.08555555555555557,0.020000000000000004,0.02666666666666667
200,Nicolás González,left winger,0.008749999999999999,0.013333333333333334,0.03111111111111111,0.08800000000000002,0.6133333333333334,0.03,0.27,0.05160493827160494,0.08666666666666667,0.13999999999999999,0.07333333333333333,0.01,0.24888888888888888,15.0,0.025,0.025,0.08555555555555557,0.020000000000000004,0.0
201,Nicolás González,left winger,0.008413461538461538,0.012820512820512824,0.02991452991452992,0.08461538461538463,0.5897435897435898,0.02884615384615385,0.25961538461538464,0.049620132953466296,0.08333333333333333,0.1346153846153846,0.07051282051282053,0.009615384615384616,0.03632478632478633,15.6,0.10737179487179488,0.08653846153846155,0.3408119658119658,0.10897435897435899,0.025641025641025647
202,Nicolás González,left winger,0.008413461538461538,0.012820512820512824,0.02991452991452992,0.08461538461538463,0.5897435897435898,0.02884615384615385,0.25961538461538464,0.049620132953466296,0.08333333333333333,0.1346153846153846,0.07051282051282053,0.009615384615384616,0.03632478632478633,15.6,0.10737179487179488,0.08653846153846155,0.3408119658119658,0.10897435897435899,0.0
203,Nicolás González,left winger,0.008413461538461538,0.012820512820512824,0.02991452991452992,0.08461538461538463,0.5897435897435898,0.02884615384615385,0.25961538461538464,0.049620132953466296,0.08333333333333333,0.1346153846153846,0.07051282051282053,0.009615384615384616,0.03632478632478633,15.6,0.02403846153846154,0.02403846153846154,0.08226495726495728,0.019230769230769232,0.025641025641025647
204,Nicolás González,left winger,0.008413461538461538,0.012820512820512824,0.02991452991452992,0.08461538461538463,0.5897435897435898,0.02884615384615385,0.25961538461538464,0.049620132953466296,0.08333333333333333,0.1346153846153846,0.07051282051282053,0.009615384615384616,0.03632478632478633,15.6,0.02403846153846154,0.02403846153846154,0.08226495726495728,0.019230769230769232,0.0
205,Roberto González,right winger,0.3645833333333333,0.0,0.11111111111111113,0.55,0.33333333333333337,0.0,0.16666666666666669,0.06790123456790124,0.11111111111111112,0.0,0.08730158730158731,0.25,0.05555555555555556,0.6,0.0,0.0,0.0,0.0,0.0
206,Anthony Gordon,left winger,0.02237215909090909,0.011363636363636364,0.026515151515151512,0.08750000000000001,0.10795454545454544,0.045454545454545456,0.09659090909090909,0.17129629629629628,0.12499999999999999,0.07670454545454546,0.14285714285714285,0.20454545454545453,0.2121212121212121,17.6,0.07102272727272727,0.07102272727272727,0.17708333333333334,0.10227272727272728,0.022727272727272728
207,Anthony Gordon,left winger,0.06214488636363636,0.005681818181818182,0.026515151515151512,0.08750000000000001,0.10795454545454544,0.045454545454545456,0.09659090909090909,0.17129629629629628,0.12499999999999999,0.07670454545454546,0.14285714285714285,0.20454545454545453,0.2121212121212121,17.6,0.07102272727272727,0.07102272727272727,0.17708333333333334,0.10227272727272728,0.022727272727272728
208,Demarai Gray,left winger,0.27128136200716846,0.007168458781362009,0.045400238948626055,0.14587813620071688,0.10752688172043012,0.03225806451612903,0.08243727598566308,0.15186512677552105,0.10991636798088411,0.08870967741935484,0.17648062809353135,0.25806451612903225,0.23775388291517324,27.9,0.05555555555555556,0.042114695340501794,0.18727598566308246,0.07885304659498209,0.04659498207885305
209,Jack Grealish,left winger,0.10169956140350876,0.02631578947368421,0.09795321637426903,0.2412280701754386,0.12280701754385966,0.10526315789473684,0.21929824561403508,0.24301494476933075,0.1608187134502924,0.14802631578947367,0.3285296574770259,0.41447368421052627,0.4532163742690058,22.8,0.05043859649122807,0.05043859649122807,0.16483918128654973,0.06578947368421052,0.013157894736842105
210,Vincenzo Grifo,left winger,0.22038246268656714,0.018656716417910446,0.07711442786069653,0.22574626865671646,0.30597014925373134,0.08582089552238806,0.23880597014925373,0.09881149806522942,0.09203980099502487,0.1175373134328358,0.12704335465529495,0.1007462686567164,0.15422885572139303,26.8,0.0960820895522388,0.036380597014925374,0.19838308457711443,0.09328358208955224,0.018656716417910446
212,Gonçalo Guedes,left winger,0.1495253164556962,0.0,0.02109704641350211,0.12531645569620253,0.13924050632911392,0.050632911392405056,0.10126582278481011,0.15471167369901548,0.06329113924050632,0.04746835443037974,0.13261000602772754,0.13291139240506328,0.22784810126582278,7.9,0.03797468354430379,0.03797468354430379,0.22046413502109705,0.0759493670886076,0.06329113924050632
213,Axel Gueguin,right winger,0.14583333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.3,0.0,0.0,0.0,0.0,0.0
214,Emmanuel Gyasi,left winger,0.030849358974358976,0.003205128205128206,0.018162393162393164,0.07756410256410258,0.051282051282051294,0.02884615384615385,0.08333333333333334,0.12013295346628682,0.041666666666666664,0.016826923076923076,0.05876068376068376,0.07211538461538461,0.16452991452991453,31.2,0.032051282051282055,0.032051282051282055,0.09989316239316241,0.04166666666666667,0.07371794871794872
215,André Hahn,right winger,0.061046511627906974,0.0,0.0,0.025581395348837212,0.16279069767441862,0.011627906976744186,0.09302325581395349,0.06632213608957796,0.046511627906976744,0.01744186046511628,0.036544850498338874,0.0,0.07751937984496124,4.3,0.023255813953488375,0.023255813953488375,0.1492248062015504,0.046511627906976744,0.023255813953488372
